SPLC,lon,lat
689998,-98.333462,26.169286
689974,-98.047907,26.170158
689845,-97.774945,26.173549
499433,-80.131517,26.174075
689934,-98.084734,26.176896
499428,-80.156874,26.177301
689975,-98.123163,26.183936
689976,-98.155433,26.189856
689844,-97.703018,26.200031
689978,-98.178205,26.194045
689843,-97.66169,26.195871
689836,-97.604241,26.197276
689981,-98.200682,26.198177
689982,-98.213005,26.200447
689980,-98.240838,26.205584
689990,-98.277825,26.20992
689991,-98.331982,26.214876
499421,-80.145748,26.222143
689995,-98.400555,26.2239
689992,-98.452759,26.231921
689985,-98.482546,26.232637
689987,-98.519111,26.246229
689988,-98.528067,26.249132
689994,-98.558448,26.25573
689827,-97.824407,26.256289
689823,-97.739607,26.256351
689977,-98.220865,26.257022
699962,-98.583609,26.264623
499420,-80.135838,26.267646
689950,-97.876574,26.276988
699973,-98.643952,26.288376
499550,-81.79218,26.294586
689959,-98.166922,26.311205
499410,-80.101842,26.316106
689949,-98.16658,26.319744
699961,-98.715215,26.328863
499390,-81.780069,26.339399
699979,-98.739723,26.341308
689790,-97.791473,26.346746
499198,-80.120694,26.363782
699965,-98.801336,26.374882
699980,-98.808169,26.379305
689770,-97.790269,26.409927
499196,-80.07834,26.411591
499382,-81.806755,26.431377
499194,-80.090982,26.454067
689740,-97.784065,26.47466
499380,-81.841709,26.493564
499188,-80.072577,26.543159
499179,-80.749902,26.56611
689720,-97.77089,26.569566
499184,-80.053847,26.571985
491918,-81.044257,29.244764
686664,-96.354595,29.609259
686661,-96.207683,29.609725
685998,-98.312749,29.61145
687593,-98.760761,29.252073
684810,-95.034299,29.612932
692783,-100.002188,29.254029
687467,-98.332773,29.256194
686413,-95.557674,29.616678
649113,-89.984995,29.851865
495939,-82.180923,29.256635
687479,-98.487863,29.258706
686424,-95.637675,29.619637
491864,-81.647747,29.619524
684472,-93.973318,29.854189
685784,-97.962621,29.854494
491458,-81.332667,29.855292
649111,-89.934791,29.863196
646195,-90.45201,29.868172
648149,-89.904854,29.864049
492670,-82.136947,29.866294
684717,-95.13092,29.867109
648109,-89.891908,29.868723
684471,-93.98955,29.87044
649110,-90.014441,29.876349
685780,-97.941651,29.877181
685637,-97.847833,29.879626
684715,-95.571347,29.880468
685633,-97.792402,29.880846
491649,-81.637794,29.883038
685790,-97.927972,29.884155
492621,-82.130234,29.884548
685167,-96.486577,29.888064
684712,-95.250112,29.889505
685635,-97.692536,29.890314
685650,-97.676669,29.890343
685764,-97.926852,29.891485
491457,-81.33123,29.891728
492690,-82.320707,29.892304
646193,-90.408157,29.892816
657780,-91.909664,29.894115
491440,-81.321648,29.894432
684704,-95.500743,29.899595
646524,-90.103713,29.902738
648146,-89.903285,29.902873
646170,-90.388514,29.902139
685240,-96.672193,29.904655
684438,-94.011411,29.905571
685234,-96.759743,29.9019
646522,-90.081303,29.908586
657773,-91.665034,29.909355
685250,-96.873553,29.909645
684746,-95.374546,29.909726
684716,-95.062508,29.914569
685762,-97.906418,29.910619
646525,-90.146464,29.911207
657766,-91.905646,29.911699
492640,-82.204001,29.913626
684429,-93.926573,29.915205
646526,-90.179831,29.916534
648118,-89.91524,29.916668
646551,-90.181103,29.916697
646521,-90.060661,29.918061
646553,-90.205763,29.918205
646528,-90.201185,29.918007
646502,-90.059439,29.919871
646503,-90.051964,29.922775
684751,-95.293714,29.923307
684718,-95.632684,29.923685
684703,-95.514971,29.924678
685627,-97.562812,29.926993
646153,-90.354972,29.92889
646515,-90.235864,29.929159
685384,-97.293293,29.929285
646167,-90.363218,29.931031
657777,-91.695018,29.931277
684729,-95.380333,29.932705
646165,-90.246964,29.933855
646163,-90.307365,29.933911
685235,-96.967319,29.935131
657765,-91.889229,29.935293
491651,-81.663287,29.937374
646523,-90.053173,29.939074
684709,-95.523983,29.940695
492630,-82.109297,29.941544
684702,-95.526663,29.945345
647001,-90.053491,29.945792
684423,-93.953359,29.946055
646518,-90.194061,29.946412
646135,-90.355579,29.948966
657767,-91.842294,29.948978
693752,-101.744209,29.949256
646151,-90.405774,29.950665
684426,-93.887635,29.951008
657842,-91.992474,29.951975
646132,-90.327394,29.953774
657762,-91.872758,29.953998
693756,-101.844256,29.95536
684462,-94.04277,29.95555
684424,-93.895057,29.956154
648115,-89.998654,29.95616
684768,-95.281703,29.956947
646150,-90.417428,29.957208
657845,-92.035092,29.957824
685237,-97.037771,29.958238
685388,-97.445103,29.959325
648111,-90.000443,29.960715
657846,-92.056003,29.960741
646549,-90.270835,29.963574
685239,-97.094816,29.964642
657848,-92.091297,29.96525
684417,-93.946146,29.966531
646533,-90.133431,29.967134
657851,-92.116298,29.967939
685760,-97.877095,29.969153
684739,-95.698264,29.969281
657850,-92.136434,29.970705
646505,-90.18798,29.9723
684427,-93.931312,29.972373
684448,-94.214218,29.972564
684793,-95.199724,29.62557
686411,-95.523285,29.624894
684885,-95.305851,29.625554
685190,-96.062877,29.630817
687468,-98.363554,29.282422
685999,-98.253228,29.633687
491915,-81.065903,29.284511
686183,-94.870753,29.289955
692972,-100.599212,29.290205
687485,-98.643944,29.290566
692766,-99.654722,29.291025
687190,-97.148308,29.291066
495935,-82.108187,29.291865
692765,-99.633301,29.296187
686228,-95.276574,29.298563
687475,-98.426603,29.300411
687514,-98.632142,29.301347
686153,-94.900123,29.304335
686180,-94.899516,29.304153
686121,-94.785875,29.311197
692643,-98.811032,29.311215
491922,-81.491701,29.313497
686530,-96.105587,29.314742
495743,-82.44734,29.317907
692762,-99.462137,29.319904
686225,-95.250251,29.324827
686531,-96.100157,29.327478
687482,-98.695593,29.327699
687483,-98.614101,29.327962
692664,-99.286187,29.32893
491912,-81.127712,29.330542
495936,-82.191341,29.332238
495931,-82.111027,29.338765
687472,-98.456707,29.342675
692652,-99.166759,29.345273
687478,-98.528289,29.343586
686167,-95.019223,29.348015
692650,-99.163376,29.345811
687194,-97.173623,29.349705
686158,-94.970291,29.331075
687570,-98.579525,29.351124
692666,-99.350099,29.353998
687572,-98.575825,29.354039
693784,-100.906822,29.361165
686152,-94.904011,29.375394
491768,-81.176337,29.368694
687560,-98.473394,29.371996
686163,-95.089483,29.372155
686151,-94.890193,29.374929
692978,-100.670537,29.378203
686156,-94.969773,29.378995
687565,-98.541898,29.382062
686170,-95.120503,29.382795
687509,-98.55176,29.382984
693782,-100.754719,29.383052
686154,-94.953883,29.388065
686149,-95.178709,29.396106
686522,-96.077865,29.399399
686147,-95.17364,29.40075
687508,-98.4878,29.402863
687500,-98.506128,29.427122
687505,-98.507685,29.416028
495908,-82.105607,29.416654
491877,-81.535424,29.418366
686127,-94.961773,29.421488
686222,-95.242373,29.424645
686138,-95.012924,29.425425
687404,-98.391709,29.427627
687490,-98.506007,29.428871
687158,-97.169353,29.432015
687501,-98.448172,29.435125
687511,-98.457201,29.435924
693791,-101.017045,29.443663
686478,-95.998942,29.448598
495187,-82.106527,29.453444
686221,-95.329885,29.454531
686136,-95.047128,29.462029
687434,-98.401792,29.46171
686218,-95.358501,29.464318
491750,-81.260974,29.466738
687530,-98.499487,29.468168
686484,-95.629942,29.473239
687499,-98.405442,29.476236
687515,-98.404884,29.478952
686482,-95.61894,29.479746
686214,-95.262233,29.479965
686216,-95.415283,29.483695
687435,-98.368094,29.484279
686133,-95.070705,29.487477
686693,-96.456675,29.490715
686463,-95.589693,29.497465
686474,-95.918335,29.497527
686461,-95.464617,29.499785
686423,-95.51593,29.49989
495183,-82.102169,29.500043
686671,-96.445031,29.501802
686462,-95.493626,29.50292
687520,-98.477002,29.507735
686134,-95.093876,29.511964
687230,-97.44651,29.514664
687433,-98.318637,29.515612
687441,-98.397362,29.515615
684798,-95.106531,29.52577
687510,-98.459257,29.528239
686426,-95.649798,29.529452
686515,-96.064861,29.532108
686674,-96.426712,29.532675
495178,-82.518655,29.534488
687426,-98.389089,29.536392
687443,-98.539248,29.53727
684797,-95.120813,29.541521
686428,-95.721531,29.539745
686417,-95.447882,29.541743
686473,-95.845733,29.542305
697671,-104.378278,29.545678
687420,-98.432508,29.548399
687438,-98.274708,29.550261
491868,-81.655517,29.552134
693764,-101.108782,29.554725
686447,-95.847107,29.556693
686512,-96.224627,29.557105
686497,-95.821268,29.557309
686452,-95.813389,29.560511
686448,-95.8031,29.5612
687373,-98.227455,29.561666
686212,-95.287361,29.563797
687424,-98.418672,29.564732
687368,-98.142534,29.571292
686450,-95.866122,29.573508
686673,-96.429932,29.574284
687118,-97.144687,29.577298
686430,-95.762963,29.583205
687350,-97.971183,29.583608
684796,-95.029692,29.585073
491894,-81.973467,29.585174
495145,-82.087202,29.586185
686667,-96.331242,29.587077
686611,-96.3946,29.589592
687352,-98.049099,29.590079
491892,-81.99965,29.590334
687362,-98.013008,29.592623
491893,-81.948512,29.595013
684794,-95.171584,29.595284
491896,-82.037744,29.595815
687418,-98.590886,29.596754
659368,-90.467134,29.598167
686416,-95.713673,29.599015
491888,-81.921874,29.59907
686663,-96.344703,29.599875
687425,-98.313941,29.602036
686662,-96.242935,29.602249
686457,-95.974682,29.60339
684790,-95.034122,29.611717
684780,-95.181013,29.605335
684799,-95.410479,29.63569
646519,-90.157781,29.973274
685995,-98.255245,29.636664
659346,-90.802067,29.752003
657742,-91.758795,29.976512
491650,-81.681783,29.976895
684728,-95.391344,29.977063
646514,-90.255834,29.977626
646133,-90.274101,29.978399
684422,-93.99191,29.978584
646143,-90.456999,29.979395
647006,-90.262304,29.980055
685132,-96.272511,29.980298
657743,-91.77172,29.981936
645588,-90.832223,29.981997
645584,-90.778593,29.984899
684421,-93.951456,29.986516
684447,-94.198144,29.988384
684416,-94.005063,29.988822
646142,-90.474706,29.989256
647016,-90.11066,29.990689
645585,-90.747763,29.992143
697652,-103.996685,29.992522
646129,-90.394009,29.994204
657761,-91.838186,29.994861
684722,-95.395966,29.995304
646147,-90.487283,29.996319
646127,-90.390587,29.997944
645582,-90.72163,29.998299
685758,-97.872931,29.99833
645590,-90.853998,29.998356
684724,-95.265457,29.999121
647052,-89.995665,29.999559
684734,-95.557827,30.000405
657723,-91.815684,30.000475
684415,-94.022771,30.004053
647000,-90.110379,29.915192
647003,-90.02513,30.004745
646118,-90.420686,30.006741
685370,-97.16047,30.0062
657720,-91.824472,30.009
646123,-90.407752,30.010659
491420,-81.392229,30.012125
685231,-97.01068,30.012727
684432,-94.081728,30.018302
684589,-94.90198,30.013729
684445,-94.16858,30.017613
645538,-90.794125,30.019246
684723,-95.402153,30.019795
645547,-90.767514,30.019895
645977,-90.55251,30.020267
493890,-84.979146,30.021294
684711,-95.08975,30.022446
684553,-94.505041,30.02465
647012,-90.04523,30.027959
684737,-95.849743,30.028575
647011,-89.928929,30.028891
684557,-94.59129,30.029861
645534,-90.712567,30.032963
647010,-89.911205,30.035166
684455,-94.427642,30.035389
684414,-94.059616,30.035731
684360,-94.150233,30.035765
645972,-90.459282,30.036125
684457,-94.414356,30.037198
645543,-90.826796,30.039681
647002,-89.895945,30.040496
684565,-94.668095,30.041965
684587,-94.89963,30.039048
684453,-94.350668,30.046225
645527,-90.686934,30.047065
684568,-94.738445,30.05311
695764,-102.210868,30.053544
645518,-90.833164,30.054547
492610,-82.066936,30.056613
685053,-95.928583,30.056755
685732,-97.857542,30.056985
684570,-94.799512,30.057928
645924,-90.592388,30.059579
645961,-90.583233,30.059951
684320,-94.073978,30.047983
645964,-90.511225,30.062842
645912,-90.495599,30.063477
491648,-81.755116,30.063585
684418,-94.075478,30.06387
645920,-90.481697,30.065381
684302,-94.075478,30.065565
493658,-83.528991,30.067101
684441,-94.191567,30.067563
645510,-90.946473,30.067855
645949,-90.516699,30.070785
645962,-90.573354,30.071225
645968,-90.604832,30.071478
657122,-90.663755,30.071893
645523,-90.667828,30.071918
685040,-95.992753,30.072255
684370,-94.100133,30.073004
495128,-82.395657,29.752761
685996,-98.225826,29.643379
684896,-95.473517,29.644082
687340,-97.831503,29.648011
685994,-98.23414,29.649439
495168,-82.609917,29.651124
491850,-81.640197,29.652211
491459,-81.301131,29.652389
686627,-96.400852,29.653096
684892,-95.449413,29.653395
659362,-90.523361,29.653954
684710,-95.414454,29.665329
684792,-95.238979,29.667236
687218,-97.499773,29.666935
659193,-91.063611,29.667222
684894,-95.405701,29.667988
659190,-91.094564,29.668366
659727,-91.026464,29.668385
657683,-91.117061,29.669133
684782,-95.395267,29.671175
684779,-95.039352,29.673266
685992,-98.191017,29.673515
684815,-95.002838,29.668811
495150,-82.324626,29.674662
685982,-98.176707,29.67665
685287,-96.913933,29.679345
657693,-91.274434,29.679509
657697,-91.457334,29.68116
684880,-95.361904,29.68117
685693,-97.654393,29.681575
657696,-91.473068,29.683726
687215,-97.418648,29.684055
685140,-96.12831,29.685217
657695,-91.245404,29.685541
495165,-82.577093,29.686761
684777,-95.040082,29.670571
685298,-97.115483,29.687141
649130,-89.975442,29.689598
491849,-81.659676,29.689694
657670,-91.181851,29.691196
693762,-101.184973,29.691851
684764,-95.332042,29.692023
687212,-97.299303,29.692885
657692,-91.20935,29.693251
684884,-95.329016,29.693917
659359,-90.5503,29.695588
684891,-95.32763,29.698122
659718,-90.930971,29.699957
