SPLC,lon,lat
445918,-81.126716,33.450425
455790,-83.504865,33.453361
472638,-86.850825,33.526334
886189,-115.939994,33.526534
472853,-86.157815,33.317824
472627,-86.849971,33.52679
457209,-82.030472,33.454365
888132,-115.604918,33.318117
446882,-81.634407,33.527294
456960,-85.013416,33.528054
617740,-92.663224,33.204774
663945,-97.810328,33.319399
483930,-89.723666,33.528079
447532,-80.648347,33.204874
663972,-97.759493,33.206302
476317,-87.149299,33.20833
472966,-86.785383,33.209644
476167,-87.514325,33.213346
472968,-86.809505,33.215044
472963,-86.793978,33.217026
448142,-81.175177,33.219042
889513,-117.393479,33.221865
448550,-81.51008,33.222451
457620,-82.462127,33.224364
797114,-111.588403,33.224829
459480,-84.571556,33.225194
476313,-87.127015,33.225394
476270,-88.273911,33.225466
447523,-80.444577,33.225834
446899,-81.742503,33.228123
476169,-87.610081,33.229915
663730,-97.177643,33.230574
476159,-87.6286,33.23086
472961,-86.825329,33.232101
797128,-111.836677,33.232802
663965,-97.77437,33.233672
484332,-88.583453,33.23389
459490,-84.835136,33.234294
459369,-84.231498,33.237098
663940,-97.580892,33.237402
447522,-80.444038,33.238295
663653,-96.806593,33.238436
616740,-91.511104,33.238754
472865,-86.469495,33.239044
472944,-86.470968,33.240555
472946,-86.466372,33.241912
476174,-87.498381,33.243264
888133,-115.513219,33.243538
457290,-81.949937,33.244254
472976,-86.957805,33.244344
616742,-91.508376,33.246472
661413,-94.127976,33.247383
663720,-97.050301,33.2502
459370,-84.262929,33.250449
445990,-80.814157,33.250984
889533,-117.420391,33.251195
447155,-79.978097,33.251644
476162,-87.46952,33.251996
662932,-95.896595,33.252084
458378,-83.687948,33.252517
476145,-87.750127,33.253659
472951,-86.815052,33.253811
472875,-86.204415,33.254664
797216,-111.634069,33.256095
476148,-87.799015,33.258214
663954,-97.792906,33.258777
474247,-85.657627,33.259843
663747,-97.23677,33.260103
476143,-87.340455,33.260454
663953,-97.793515,33.260961
458460,-83.898156,33.262334
472937,-86.813539,33.262898
459360,-84.280938,33.263794
618640,-93.244953,33.268734
775554,-104.425206,33.270017
661152,-94.096796,33.272196
617735,-92.643075,33.272382
797209,-111.662056,33.273549
484618,-90.223724,33.274164
445955,-80.434877,33.274504
476139,-87.304718,33.274778
797227,-111.836882,33.274884
472872,-86.350205,33.276104
458379,-83.705206,33.277974
663619,-96.574174,33.27937
458160,-82.969746,33.279998
663951,-97.799233,33.280793
472773,-87.284683,33.281281
447124,-79.692687,33.285874
459477,-84.770377,33.28664
663950,-97.800976,33.286659
663753,-97.207858,33.286852
472935,-86.818826,33.294058
458430,-83.956856,33.296304
472933,-86.843565,33.296374
616714,-91.493794,33.296744
663751,-97.19523,33.30438
459460,-84.548616,33.300844
663957,-97.805051,33.30103
472906,-86.854499,33.30253
484090,-88.617238,33.302928
472798,-87.040557,33.302932
446897,-81.808827,33.303437
797225,-111.960372,33.304933
663714,-96.983393,33.305279
797224,-111.837057,33.305645
676833,-101.491464,33.306633
476131,-87.1902,33.307516
447126,-79.957857,33.307644
797218,-111.716987,33.307705
457710,-82.534896,33.308514
483850,-89.17568,33.310384
458370,-83.673446,33.310824
617736,-92.656895,33.312722
661151,-94.056053,33.313144
474243,-85.750298,33.313808
483698,-88.631297,33.52827
476240,-87.903135,33.319704
616152,-91.498024,33.528374
445942,-80.57301,33.528435
484612,-90.235341,33.320194
485433,-91.003661,33.455905
663187,-96.746842,33.456177
663183,-96.689029,33.529209
484036,-88.505325,33.458104
661139,-94.416888,33.459144
484130,-88.81799,33.459524
472635,-86.893194,33.460321
886173,-115.863988,33.460445
677195,-102.091595,33.460679
775551,-104.467258,33.460799
619559,-93.993453,33.462344
472689,-86.841485,33.463034
616372,-92.179744,33.463064
457460,-82.707086,33.463225
459438,-84.895357,33.463264
457210,-81.966885,33.463296
484060,-88.30142,33.463528
661134,-94.251413,33.464507
484023,-88.495327,33.464623
661137,-94.301198,33.46543
457320,-82.502156,33.465674
485167,-90.217164,33.465716
887196,-117.680265,33.466248
886623,-115.876068,33.46785
459220,-84.596828,33.469391
458320,-83.638606,33.469714
472913,-86.515555,33.471092
472695,-86.856985,33.471984
472688,-86.838109,33.476547
485429,-90.997177,33.477921
445944,-80.48331,33.478677
677177,-101.708395,33.481788
446879,-81.950147,33.481805
776587,-107.015217,33.482239
484050,-88.635023,33.48438
483950,-89.727117,33.485097
472838,-86.01644,33.486405
617492,-92.95822,33.48697
663370,-97.161353,33.487069
472632,-86.852405,33.488934
445930,-80.854954,33.489668
472602,-86.938632,33.491774
445945,-80.510358,33.491911
472690,-86.918932,33.493153
472646,-86.933474,33.49381
485175,-90.322084,33.494481
797145,-112.135887,33.49554
446874,-81.884728,33.496586
887194,-117.66404,33.501358
472647,-86.924852,33.502683
472645,-86.911195,33.503049
485171,-90.251623,33.503619
472912,-86.551388,33.503905
446877,-81.872531,33.504298
663172,-96.611443,33.504864
484120,-88.730655,33.509564
677193,-102.009191,33.511232
444957,-79.549798,33.511601
484039,-88.415777,33.512878
484040,-88.407682,33.493388
663162,-96.39034,33.514689
485165,-90.211878,33.514798
446876,-81.852179,33.515481
457410,-82.814306,33.516064
457148,-82.072469,33.516726
485150,-90.175935,33.51766
484031,-88.398486,33.517858
444973,-79.880737,33.520733
445931,-80.787425,33.521074
446884,-81.608145,33.521285
459070,-84.354236,33.521364
677183,-101.776938,33.522332
456393,-84.663806,33.522934
619512,-93.921203,33.523174
472605,-86.778297,33.525547
472640,-86.892406,33.528412
616510,-91.432804,33.529904
445954,-80.412097,33.321804
458240,-83.385939,33.322239
484034,-88.433548,33.531501
472827,-85.952835,33.531714
663628,-96.784264,33.324474
616154,-91.568624,33.532504
472639,-86.867495,33.532904
445964,-81.125517,33.532964
472637,-86.864255,33.533541
472618,-86.760808,33.533856
457140,-82.118908,33.534123
459130,-84.223812,33.535298
617460,-92.814392,33.537603
797148,-112.185703,33.538022
472604,-86.984993,33.538152
472620,-86.782515,33.539094
472659,-86.706363,33.539245
455890,-83.819336,33.539574
472655,-86.910428,33.540906
775529,-104.398495,33.542567
616156,-91.626384,33.545484
459120,-84.233176,33.546534
472757,-86.984825,33.546614
455780,-83.320216,33.547414
619510,-93.875983,33.547924
472653,-86.549385,33.548384
446871,-81.811469,33.548808
677165,-101.958317,33.549427
472630,-86.792186,33.552586
472609,-86.800453,33.552803
445963,-81.119507,33.553214
459059,-84.345576,33.553224
472622,-86.789589,33.553949
454850,-82.893806,33.555041
456388,-84.594447,33.555565
446860,-81.711747,33.555734
617452,-92.832553,33.556146
445893,-80.716483,33.556783
454820,-82.795856,33.559704
663490,-97.850803,33.558244
472610,-86.81301,33.553231
472766,-86.930801,33.562992
484020,-88.310437,33.563218
473987,-88.081775,33.564394
663192,-96.912905,33.564996
662355,-96.002203,33.565174
472763,-87.109935,33.565564
446870,-81.807587,33.565924
472600,-86.893625,33.530571
797175,-112.409342,33.566419
797154,-112.367424,33.567546
797153,-112.427026,33.567749
887190,-117.673874,33.570186
617450,-92.82802,33.584259
455770,-83.348246,33.571394
662370,-96.179363,33.573274
797163,-112.357472,33.573594
616353,-92.268844,33.575254
483946,-89.700314,33.575816
454940,-83.186176,33.575963
456940,-85.079846,33.576184
677168,-102.039472,33.576923
677200,-101.84107,33.58659
472587,-86.465218,33.577838
776193,-105.955151,33.578022
473990,-88.141339,33.578073
619160,-94.043873,33.578084
472660,-86.781075,33.578229
662352,-95.909943,33.579924
617451,-92.825624,33.579964
886187,-116.086721,33.580562
797155,-112.237276,33.581508
444966,-79.988747,33.582793
459055,-84.3392,33.583147
677340,-102.162664,33.583349
456384,-84.547975,33.583997
472570,-86.288605,33.584084
454880,-82.991543,33.585127
459458,-84.635624,33.326286
448114,-81.143387,33.326304
616383,-92.104844,33.327224
474238,-85.973526,33.32812
459342,-84.285706,33.329954
444773,-79.369967,33.330114
661156,-94.05246,33.330439
484287,-89.740304,33.330854
661176,-94.350506,33.331235
616540,-91.287594,33.331834
797177,-112.820793,33.335737
775553,-104.473901,33.336454
677810,-102.205947,33.336561
484080,-88.312262,33.33733
459452,-84.715074,33.33887
457260,-82.077692,33.340734
472927,-86.630415,33.340994
472979,-86.970915,33.341488
779123,-107.030652,33.341877
484198,-89.044475,33.342216
457469,-82.579191,33.343569
472923,-86.532976,33.344962
796182,-110.452569,33.345155
459190,-84.109056,33.345924
797126,-111.833003,33.3466
663613,-96.548753,33.349084
676837,-101.531698,33.349135
472858,-86.23765,33.349255
618627,-93.190856,33.349411
472799,-87.123945,33.35014
618650,-93.34487,33.350548
889515,-117.568236,33.378353
444776,-79.635996,33.351847
618633,-93.296428,33.352622
797119,-111.78942,33.352632
458120,-82.803226,33.352694
459440,-84.772166,33.352984
457247,-82.053029,33.35316
472779,-86.875635,33.353694
457250,-81.965906,33.354069
796184,-110.646599,33.354585
618840,-93.571093,33.354764
618857,-93.658316,33.355485
797223,-111.943442,33.356525
617734,-92.693943,33.357175
618833,-93.463512,33.357469
797176,-112.761881,33.357678
618835,-93.498893,33.358954
661174,-94.249223,33.359314
888131,-115.643104,33.360103
797222,-111.833019,33.360692
619540,-93.706813,33.361204
663743,-97.169283,33.363443
472795,-87.101823,33.364025
663925,-97.701771,33.365056
484015,-88.449805,33.36578
617733,-92.725292,33.366211
457243,-82.021622,33.367364
472788,-86.97627,33.368015
888211,-115.770903,33.368876
472854,-86.146095,33.369734
444780,-79.289991,33.369737
472792,-87.092939,33.370655
797232,-111.943439,33.37073
445982,-80.836157,33.371924
472794,-87.048229,33.372039
459430,-84.796616,33.374094
662388,-96.246494,33.376348
796186,-110.749989,33.376495
797169,-112.589144,33.377619
472915,-86.406282,33.377908
445976,-81.007107,33.378091
476223,-88.015536,33.378261
447134,-80.112685,33.379567
476233,-88.141455,33.380544
797221,-111.831669,33.382025
775552,-104.508443,33.383611
472771,-87.072275,33.385704
459180,-84.283122,33.386836
472790,-87.020503,33.387755
617487,-92.788524,33.389104
459417,-84.789666,33.390274
619537,-93.803864,33.391386
458347,-83.594836,33.392334
472864,-86.354584,33.392342
459228,-84.589632,33.392433
476226,-88.11799,33.392461
796191,-110.786152,33.393323
445948,-80.348337,33.394004
472797,-86.984654,33.395357
797168,-112.500513,33.396059
775560,-104.519452,33.396619
457213,-81.992378,33.397655
796178,-110.869749,33.398315
484260,-89.74343,33.398837
458343,-83.588996,33.399954
616170,-91.467034,33.401684
447114,-79.923498,33.402508
485430,-91.061123,33.402609
447115,-79.963866,33.403494
484180,-88.921135,33.404054
484077,-88.641894,33.404112
457470,-82.671556,33.405364
663922,-97.819909,33.40558
485182,-90.208087,33.406631
457160,-82.249343,33.406658
457471,-82.639976,33.406774
457220,-82.011714,33.408291
797113,-111.834465,33.408649
619153,-93.918013,33.646704
471974,-85.831546,33.648004
473880,-87.932685,33.648414
662130,-95.567552,33.66051
663158,-96.903973,33.651402
471840,-85.586846,33.651484
471979,-85.86056,33.652036
456377,-84.449236,33.653364
455690,-83.717556,33.653604
484017,-88.409713,33.653727
456938,-85.137418,33.654508
485127,-90.20812,33.655476
454569,-82.766778,33.655564
617435,-92.765556,33.656654
456373,-84.406138,33.657049
887167,-117.733098,33.657285
444942,-79.515367,33.657823
472715,-86.716545,33.658334
473850,-87.600298,33.65934
472721,-86.757946,33.661729
617449,-92.826613,33.596303
618375,-93.833573,33.661914
445840,-80.778332,33.662808
445771,-80.118245,33.662942
618368,-93.617046,33.663173
456933,-85.14771,33.663515
444930,-79.828717,33.664193
472548,-86.482225,33.664694
445912,-81.111368,33.667582
446992,-82.171467,33.668204
618350,-93.591888,33.669302
445764,-80.501197,33.669043
455970,-84.022386,33.669234
797105,-112.389444,33.669925
473753,-87.067176,33.672159
619170,-94.125769,33.675255
663447,-97.906628,33.676377
619184,-93.987343,33.676784
662127,-95.563582,33.67755
886183,-116.173218,33.679855
472552,-86.403681,33.679878
456360,-84.439736,33.680434
472544,-86.276595,33.681524
617433,-92.709584,33.681954
663155,-96.848024,33.683638
887118,-117.771696,33.684178
483587,-89.750407,33.684473
776593,-106.985335,33.687999
472742,-87.001189,33.689153
445825,-80.725432,33.689434
887111,-117.837039,33.689635
619183,-94.284563,33.689754
775518,-104.062203,33.690154
456197,-84.344946,33.690434
444396,-78.884368,33.694923
617415,-92.672094,33.697334
456282,-84.429017,33.697986
473774,-87.394985,33.698674
472747,-87.048496,33.699083
473766,-87.286088,33.69983
456350,-84.518349,33.701544
445750,-80.204174,33.702472
887175,-117.912242,33.703664
677123,-101.836558,33.704194
886182,-116.194548,33.704235
473775,-87.46658,33.705063
456790,-85.182386,33.705434
887139,-117.805862,33.707974
456340,-84.427291,33.709648
456369,-84.37374,33.709937
887100,-117.869895,33.710647
616117,-91.452867,33.711125
473756,-87.104437,33.711425
473773,-87.388451,33.711566
444929,-79.811259,33.712302
887171,-117.854557,33.715709
619190,-94.393563,33.719644
456770,-85.148506,33.719864
886181,-116.214669,33.720464
456183,-84.108951,33.721152
614165,-91.303775,33.721176
618349,-93.639253,33.721304
776579,-106.94393,33.722153
617414,-92.615864,33.723954
456284,-84.420674,33.724165
473757,-87.100547,33.73036
456348,-84.514283,33.725716
619122,-94.1483,33.726461
471825,-85.437336,33.727144
473763,-87.285974,33.728089
887213,-117.9981,33.729407
446984,-82.206347,33.730554
617413,-92.601124,33.730784
456910,-84.918746,33.731054
663134,-96.55409,33.73154
883737,-118.241903,33.728924
454570,-82.752506,33.732404
483197,-88.654637,33.732775
456880,-84.836486,33.732819
618157,-93.465607,33.734768
456354,-84.40157,33.734832
883715,-118.19617,33.735819
472709,-86.74799,33.736008
775515,-103.974475,33.736164
444395,-78.930468,33.736491
473771,-87.127704,33.73664
677127,-101.836641,33.737344
883251,-118.279303,33.738347
883209,-118.19617,33.737978
445822,-80.69168,33.738844
883124,-118.269559,33.738919
472534,-86.155998,33.73924
456280,-84.358321,33.739568
446754,-81.841793,33.741898
445396,-80.461867,33.742283
619120,-94.149628,33.742427
445485,-80.692887,33.876893
472665,-86.776253,33.587213
472582,-86.313375,33.587454
456143,-84.170806,33.806884
776158,-105.831494,33.743677
473983,-87.985395,33.587534
883735,-118.257776,33.740141
456740,-85.287416,33.744174
485128,-90.192193,33.588727
456920,-85.035976,33.744334
615674,-93.911293,33.877454
483650,-88.66656,33.589548
456386,-84.548534,33.589977
775525,-104.327454,33.591781
445875,-80.647337,33.592293
472584,-86.397617,33.592482
446837,-81.704983,33.59332
677350,-102.378103,33.593906
677352,-102.500432,33.595185
677198,-101.855503,33.597402
677540,-102.616384,33.598969
662340,-96.359512,33.599333
444964,-79.852215,33.59947
614185,-91.348594,33.599514
472661,-86.76491,33.600183
797151,-112.282827,33.600897
472739,-86.955303,33.600988
455740,-83.465146,33.601424
776583,-106.973544,33.602292
472563,-86.202695,33.602964
662339,-96.378516,33.604653
471998,-86.019165,33.605849
455820,-83.871284,33.606184
444961,-79.53988,33.60652
472675,-86.890465,33.608144
472652,-86.583315,33.608194
614189,-91.393245,33.609182
797150,-112.339715,33.610369
775521,-104.190499,33.610753
797147,-112.314204,33.610963
618397,-93.813866,33.612058
663118,-96.40837,33.612782
616114,-91.742264,33.613138
663169,-96.592678,33.613244
459051,-84.343827,33.613906
472815,-86.119283,33.614677
471987,-85.836306,33.614524
797152,-112.319716,33.615283
616310,-92.065355,33.615377
445916,-81.103087,33.615435
454920,-83.076112,33.615651
616320,-92.094224,33.616544
797161,-112.322445,33.617426
472650,-86.607619,33.617648
472749,-86.785355,33.618004
445854,-80.801603,33.618318
472664,-86.746436,33.620763
471995,-85.968851,33.620811
614187,-91.390591,33.621445
456382,-84.499831,33.621812
618365,-93.59205,33.622086
459030,-84.376583,33.622099
662182,-95.701433,33.622344
617128,-92.350425,33.623582
617437,-92.813903,33.623904
471966,-85.954102,33.624068
472666,-86.74309,33.625007
456218,-84.530259,33.625411
471983,-85.764346,33.625733
455760,-83.612546,33.626194
663113,-96.369505,33.626678
484019,-88.402556,33.627127
797136,-112.335115,33.627352
887169,-117.694979,33.627642
677162,-101.911548,33.627884
616130,-91.786025,33.62795
616147,-91.931874,33.628484
445872,-80.575705,33.629246
459010,-84.308355,33.629925
446835,-81.707056,33.631421
663330,-97.1423,33.6351
445774,-80.06325,33.632929
454567,-82.779336,33.634154
797103,-112.345158,33.635241
886185,-116.134764,33.635812
472717,-87.037416,33.636487
614191,-91.400755,33.63785
664167,-98.019107,33.639071
472728,-86.918548,33.639777
455819,-83.786186,33.639924
472667,-86.729877,33.641837
472732,-87.045148,33.643902
663130,-96.60438,33.643323
776180,-105.869676,33.644492
483187,-88.4471,33.7357
483560,-89.795293,33.746953
797955,-113.762227,33.747714
883716,-118.214246,33.748176
445734,-80.215313,33.749397
456201,-84.398418,33.749997
444904,-79.448963,33.751073
664163,-98.115025,33.751545
883734,-118.244958,33.747178
887150,-117.855906,33.753389
887185,-117.998595,33.751709
456850,-84.747526,33.751804
473772,-87.154335,33.752062
883710,-118.197088,33.751884
663110,-96.533915,33.752851
483193,-88.580632,33.75304
456330,-84.486151,33.753219
456270,-84.462936,33.753894
883211,-118.252367,33.754024
886191,-116.284567,33.754056
883215,-118.251623,33.755357
883252,-118.28169,33.765227
663125,-96.666117,33.758434
482990,-90.206133,33.758449
887146,-117.998665,33.758607
456162,-84.326344,33.759844
455669,-83.701124,33.76073
883733,-118.206407,33.76179
473759,-87.184993,33.761838
883213,-118.254949,33.754047
883219,-118.239847,33.763494
456161,-84.316916,33.764174
883648,-118.20742,33.764706
456163,-84.314262,33.764898
456165,-84.312606,33.765054
776578,-106.910024,33.765244
883743,-118.262595,33.767514
883732,-118.207859,33.768267
883178,-118.281171,33.767053
883140,-118.240058,33.765924
677317,-102.110612,33.769805
483530,-89.800292,33.76996
886573,-117.217776,33.771265
663122,-96.532582,33.755785
619130,-94.260603,33.773664
456349,-84.530363,33.774745
445752,-80.234075,33.774833
456160,-84.279896,33.775614
617112,-92.493994,33.776334
663126,-96.55977,33.77687
619140,-94.465704,33.777514
886621,-116.341956,33.777862
446740,-81.918817,33.778453
615688,-93.911693,33.778694
797123,-112.52942,33.779225
472525,-86.45771,33.779417
456155,-84.268529,33.779555
662125,-95.534832,33.781548
619145,-94.47179,33.78172
886571,-117.229435,33.782634
797970,-113.613441,33.782925
446974,-82.218637,33.785093
456250,-84.418306,33.785222
471945,-85.999967,33.785243
883679,-118.235513,33.785472
887142,-117.999038,33.786574
444924,-79.783686,33.787874
883660,-118.236696,33.78586
887116,-117.857456,33.788784
456730,-85.178112,33.78908
629970,-97.146217,33.789346
456133,-84.264486,33.789824
455670,-83.710586,33.790144
456361,-84.403255,33.791067
883747,-118.225543,33.792642
456820,-84.664406,33.793774
445686,-81.105049,33.794107
887130,-117.857441,33.794309
456322,-84.435703,33.795156
456285,-84.418897,33.795702
883745,-118.238089,33.801091
456152,-84.326804,33.796375
456157,-84.306586,33.797314
456200,-84.581213,33.56625
618140,-93.384523,33.799184
883160,-118.253568,33.792431
883125,-118.237826,33.801681
483195,-88.666647,33.802498
445495,-80.699927,33.804158
618153,-93.401033,33.805324
456136,-84.336746,33.805424
445498,-80.636857,33.806063
887125,-117.983576,33.806625
886546,-117.536312,33.87826
773615,-103.718907,33.878485
887107,-117.901008,33.809088
456275,-84.486773,33.809136
456151,-84.239646,33.809414
886548,-117.656433,33.879671
456144,-84.396224,33.81047
615170,-92.411123,33.811108
886149,-116.399432,33.811944
445377,-80.261867,33.812363
472523,-86.364435,33.812564
456495,-84.633266,33.813454
883777,-118.233401,33.813616
887215,-117.854118,33.813835
456220,-84.36661,33.81452
883004,-118.308516,33.815083
456225,-84.375558,33.81536
473741,-87.379338,33.815639
445682,-81.103716,33.815691
455550,-83.43625,33.816117
677313,-102.179339,33.817309
886570,-117.240498,33.81733
883775,-118.231858,33.817807
444685,-79.449153,33.817905
456320,-84.463086,33.818274
456492,-84.582356,33.819264
456498,-84.65245,33.819499
456475,-84.499181,33.819946
472701,-86.743315,33.820364
663117,-96.53274,33.822001
797935,-113.541068,33.823005
663443,-97.950709,33.824076
471936,-85.896548,33.824162
456321,-84.469773,33.824875
628798,-96.530236,33.825495
619118,-94.346042,33.826063
627175,-94.57992,33.827415
883012,-118.227828,33.827789
473740,-87.271966,33.827462
483170,-88.485091,33.825804
456471,-84.46369,33.82867
483153,-88.485375,33.828784
473747,-87.432548,33.829168
883663,-118.164171,33.829222
482982,-90.294044,33.829294
456425,-84.464537,33.829802
445499,-80.621021,33.829821
445373,-80.409447,33.830103
883245,-118.215291,33.830256
887124,-117.93395,33.831131
446730,-81.800697,33.831903
883773,-118.226387,33.832491
887110,-117.90482,33.83491
674787,-101.839475,33.834827
456146,-84.256826,33.835704
886510,-117.248557,33.835852
887133,-117.846219,33.837225
444370,-79.042397,33.838043
797990,-113.885974,33.838357
456493,-84.50949,33.839663
456496,-84.673569,33.840337
456215,-84.361479,33.841094
883771,-118.223212,33.841104
773678,-103.772642,33.841195
445684,-81.09639,33.842239
883707,-118.222004,33.842627
883683,-118.332335,33.843279
627176,-94.650877,33.84364
614153,-91.482114,33.844063
446196,-81.663383,33.845215
445497,-80.633239,33.845278
445492,-80.767711,33.845726
883711,-118.210281,33.846328
446964,-82.259641,33.848893
886549,-117.254549,33.849707
446192,-81.609657,33.849993
797940,-113.471319,33.85044
883002,-118.342513,33.850908
618342,-93.719137,33.851059
797125,-112.622462,33.851663
627186,-94.719696,33.851787
456130,-84.204054,33.855145
483410,-89.82176,33.857301
446198,-81.731186,33.857535
618110,-93.309172,33.857568
455530,-83.403804,33.857693
883769,-118.217658,33.858741
456487,-84.686099,33.859631
456128,-84.338458,33.86093
883767,-118.217263,33.861792
883667,-118.216284,33.862199
445668,-81.200055,33.862478
445487,-80.636303,33.8631
472515,-86.295651,33.864604
664150,-98.340253,33.865408
456473,-84.468696,33.865904
445420,-80.656532,33.866203
886146,-116.49119,33.866239
445368,-80.387481,33.866897
444368,-79.049127,33.866953
887104,-117.830698,33.867824
674877,-102.249228,33.867916
887106,-117.928596,33.86858
887105,-117.867297,33.86872
887115,-117.957789,33.870422
664475,-98.571791,33.870342
662121,-95.5051,33.870492
455520,-83.363081,33.871517
444690,-79.754537,33.872823
482979,-90.283663,33.874409
456580,-84.761816,33.874814
444683,-79.426547,33.874938
471941,-85.902677,33.875035
614750,-92.263023,33.875272
887120,-117.988927,33.876073
887132,-117.752418,33.87665
483513,-89.829997,33.882102
883678,-118.291362,33.882765
886544,-117.518645,33.883046
456477,-84.513958,33.884051
445669,-81.151856,33.884079
445364,-80.555798,33.884447
883661,-118.164397,33.885228
886547,-117.573583,33.885793
483167,-88.232735,33.886697
886527,-117.271061,33.887629
883676,-118.36175,33.889092
615298,-93.203172,33.889187
455487,-84.128084,33.890238
473723,-87.534746,33.891256
444356,-79.047187,33.891393
614133,-91.494224,33.891584
473831,-87.699968,33.891758
883643,-118.046927,33.892219
445365,-80.51996,33.892691
472487,-86.757853,33.892854
456125,-84.295691,33.894627
473715,-87.388245,33.894904
883659,-118.224199,33.895282
615299,-93.183123,33.895464
883692,-118.220003,33.896098
627190,-94.830644,33.89628
629897,-97.941695,33.896559
883713,-118.149991,33.89845
456711,-85.250539,33.899046
483253,-88.722638,33.899132
886144,-116.551597,33.899985
473940,-88.134981,33.901877
445362,-80.448012,33.902066
883642,-118.0375,33.90227
455270,-83.371929,33.902475
614138,-91.500974,33.902594
445479,-80.872925,33.903559
456122,-84.279281,33.904031
483136,-88.360775,33.904204
674783,-101.844552,33.905499
883674,-118.384395,33.908409
445356,-80.408136,33.905982
445659,-81.547907,33.906063
883658,-118.164584,33.906187
886526,-117.281486,33.906332
445483,-80.794289,33.906811
883718,-118.386705,33.908418
664300,-98.55673,33.93302
455482,-84.065266,33.909774
883765,-118.222377,33.911318
445658,-81.531835,33.911354
628749,-96.446108,33.911642
446940,-82.293327,33.911833
776575,-106.86562,33.91225
883647,-118.055385,33.912362
628778,-96.531732,33.912604
473810,-87.742475,33.913314
473935,-88.080406,33.913448
445350,-80.342777,33.913973
883717,-118.372405,33.914821
883709,-118.223084,33.915838
886513,-116.777033,33.91714
445657,-81.514135,33.917163
444668,-79.744597,33.917687
456520,-84.839146,33.917774
473728,-87.622645,33.918244
445667,-81.059974,33.918294
883675,-118.353521,33.919178
674880,-102.319493,33.919289
883655,-118.233832,33.920714
887108,-117.907101,33.92113
887231,-117.90331,33.921223
615285,-93.151463,33.921474
886512,-116.703178,33.921755
886516,-116.870899,33.923477
886514,-116.813075,33.924481
629950,-97.117692,33.924644
445662,-81.057421,33.924804
471788,-85.912899,33.924886
445653,-81.392977,33.924913
615878,-94.374659,33.925397
883656,-118.224617,33.925535
886517,-116.972872,33.92615
883657,-118.168111,33.926521
456462,-84.540868,33.927366
445652,-81.372729,33.927745
444475,-79.411197,33.927773
887227,-117.964408,33.928195
887109,-117.947905,33.927666
883042,-118.277161,33.92844
473680,-87.812761,33.928982
883608,-118.169225,33.9291
797127,-112.692171,33.929224
886508,-117.40911,33.929262
445663,-81.106629,33.931556
473731,-87.443155,33.931624
797925,-114.004382,33.931649
472485,-86.782074,33.932052
473930,-88.021325,33.932684
455467,-84.221636,33.934876
628776,-96.424055,33.93544
883680,-118.378671,33.936983
776154,-105.740673,33.937362
445651,-81.295551,33.938115
445477,-80.902796,33.938716
615659,-93.849738,33.939297
883040,-118.243237,33.940979
883651,-118.138271,33.941499
615658,-93.846288,33.94178
627882,-95.511785,33.94295
615660,-93.845532,33.943241
797131,-113.172987,33.94383
886525,-117.297959,33.946647
482975,-90.345048,33.947013
883039,-118.243318,33.948117
455510,-83.533026,33.948614
615282,-93.124676,33.94881
883554,-118.259553,34.12403
481897,-88.710195,34.12478
445418,-81.232472,34.125621
453883,-84.756226,34.127104
675144,-99.145671,34.129324
445422,-80.85368,34.12956
883571,-117.997854,34.132351
883575,-117.978525,34.132444
883741,-117.966833,34.132501
674753,-101.743208,34.133286
883565,-117.869302,34.13389
444633,-79.758937,34.134343
776124,-105.651924,34.136519
883566,-117.910474,34.137254
446474,-82.490216,34.138393
445432,-80.945965,34.13854
455146,-83.628447,34.138846
883572,-118.025694,34.140634
472351,-86.825024,34.141008
452980,-84.509696,34.142583
797910,-114.284607,34.144656
884176,-119.181564,34.144992
445416,-81.275295,34.145104
615827,-94.297573,34.146004
884169,-119.203475,34.146657
611885,-91.795366,34.146922
883036,-118.272294,34.147132
409798,-78.876672,34.149141
444631,-79.560704,34.15098
455130,-83.661117,34.151191
453887,-84.823875,34.153866
674911,-102.630098,34.154496
773632,-103.384019,34.154772
471745,-85.949635,34.155644
794194,-112.844887,34.156839
481780,-88.37876,34.157228
776535,-106.900368,34.158369
453979,-85.167513,34.159047
613899,-92.988357,34.159878
884157,-119.20826,34.160039
675150,-99.275181,34.160199
453869,-84.794077,34.161015
883779,-118.282306,34.161084
455420,-84.076001,34.049287
880254,-117.353075,34.176159
880212,-114.305171,34.162966
629660,-97.130452,34.164544
441988,-80.799588,34.168674
629840,-98.000981,34.169781
615823,-94.323033,34.171274
453873,-84.799622,34.172472
611878,-91.854194,34.173074
884160,-119.168555,34.17375
446450,-82.382437,34.173763
452970,-84.500136,34.174223
884173,-119.208172,34.1754
880217,-114.994999,34.175479
629655,-97.168184,34.177066
472340,-86.843647,34.177458
883551,-118.312575,34.178831
442799,-81.181344,34.181567
442860,-81.761771,34.183865
473563,-87.612414,34.184179
455120,-83.721246,34.184963
883553,-118.320577,34.18576
451990,-83.923426,34.186503
883507,-118.337753,34.189766
446340,-82.164642,34.189834
453975,-85.174076,34.190244
674720,-101.704062,34.19435
637790,-98.592118,34.190581
453809,-84.8248,34.190905
884159,-119.170571,34.191955
773630,-103.332015,34.192762
441985,-80.738608,34.193064
880252,-117.36538,34.189001
452968,-84.500096,34.195743
442879,-81.412367,34.196353
