Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'797990883732,IM,S04012019E04302019,160
'672700672328,OTHER,S06012019E06302019,1600
'599367684800,AG_FOOD,S01012019E01312019,21788
'880270668100,CHEM_PET,S11012019E11302019,2800
'684800598180,AG_FOOD,S06012019E06302019,8760
'521410696900,AG_FOOD,S01012019E01312019,31638
'731134323130,COAL,S11012019E11302019,30240
'517152845210,AG_FOOD,S05012019E05312019,24752
'686760380000,CHEM_PET,S06012019E06302019,7760
'703538878600,AG_FOOD,S07012019E07312019,4440
'522670840600,CHEM_PET,S07012019E07312019,4584
'658320684800,CHEM_PET,S12012019E12312019,3520
'093314704660,CHEM_PET,S07012019E07312019,3840
'688190439900,CHEM_PET,S12012019E12312019,2320
'883735567500,IM,S08012019E08312019,5160
'513752380000,CHEM_PET,S01012019E01312019,41174
'668100853470,IM,S05012019E05312019,2720
'384020883000,MO_VEH,S06012019E06302019,400
'883737584092,IM,S07012019E07312019,22160
'538350878372,AG_FOOD,S06012019E06302019,24396
'830725774900,FOR_PROD,S04012019E04302019,3720
'883000380000,IM,S06012019E06302019,228600
'485730439900,CHEM_PET,S06012019E06302019,60280
'565175396640,CHEM_PET,S11012019E11302019,3200
'698350558130,OTHER,S06012019E06302019,1600
'513942853470,CHEM_PET,S09012019E09302019,84486
'536873674278,AG_FOOD,S05012019E05312019,24262
'686180504450,CHEM_PET,S07012019E07312019,3516
'093768584093,FOR_PROD,S11012019E11302019,3600
'698350080116,OTHER,S11012019E11302019,3600
'299210584244,CHEM_PET,S08012019E08312019,4000
'711511515963,FOR_PROD,S07012019E07312019,3480
'380000687500,NONMET_PRO,S12012019E12312019,3840
'522170846776,AG_FOOD,S04012019E04302019,65703
'671867567500,CHEM_PET,S02012019E02282019,3800
'384020846203,IM,S05012019E05312019,2080
'628940668141,OTHER,S02012019E02282019,384
'589120566900,CHEM_PET,S12012019E12312019,2960
'513942501598,CHEM_PET,S03012019E03312019,2560
'588440538428,CHEM_PET,S09012019E09302019,4320
'080116774900,FOR_PROD,S11012019E11302019,3840
'762800846200,CHEM_PET,S06012019E06302019,2904
'675332876124,NONMET_PRO,S02012019E02282019,4360
'849687527180,MET_ORE,S06012019E06302019,3920
'711160744836,FOR_PROD,S10012019E10312019,4280
'514760472600,CHEM_PET,S12012019E12312019,54735
'684150647000,CHEM_PET,S09012019E09302019,3680
'049996315700,CHEM_PET,S05012019E05312019,3880
'684735743869,MET_ORE,S03012019E03312019,2920
'381299584092,CHEM_PET,S01012019E01312019,13360
'566900797148,CHEM_PET,S05012019E05312019,3680
'506754775556,AG_FOOD,S11012019E11302019,4000
'880293797148,MET_ORE,S09012019E09302019,6680
'581520672700,MO_VEH,S12012019E12312019,2760
'513670380000,AG_FOOD,S02012019E02282019,3760
'688190684300,CHEM_PET,S09012019E09302019,3480
'668200664300,OTHER,S03012019E03312019,1160
'388260538428,AG_FOOD,S08012019E08312019,4280
'504450504760,CHEM_PET,S07012019E07312019,3880
'380000668100,FOR_PROD,S07012019E07312019,1960
'845203504450,IM,S01012019E01312019,3040
'472600684640,MET_ORE,S01012019E01312019,3320
'511667849687,AG_FOOD,S06012019E06302019,23848
'639840396640,NONMET_PRO,S12012019E12312019,3720
'384020876411,MET_ORE,S03012019E03312019,960
'658320684800,CHEM_PET,S04012019E04302019,3680
'584092883735,IM,S09012019E09302019,21360
'703640706720,AG_FOOD,S03012019E03312019,9196
'797000439900,IM,S07012019E07312019,160
'883734584092,IM,S11012019E11302019,22280
'544434381441,AG_FOOD,S02012019E02282019,3408
'875850439900,AG_FOOD,S05012019E05312019,9320
'845200384020,IM,S05012019E05312019,27320
'668100883737,IM,S02012019E02282019,13360
'703323708567,CHEM_PET,S07012019E07312019,3600
'516564790151,CHEM_PET,S04012019E04302019,2600
'456200875640,CHEM_PET,S11012019E11302019,1560
'439875047600,CHEM_PET,S12012019E12312019,160
'504450880270,IM,S05012019E05312019,3400
'777520684800,CHEM_PET,S10012019E10312019,8160
'439875646505,CHEM_PET,S05012019E05312019,600
'883213380000,IM,S08012019E08312019,720
'600721626200,NONMET_PRO,S12012019E12312019,49620
'380000744300,CHEM_PET,S05012019E05312019,9640
'584092875640,AG_FOOD,S05012019E05312019,1280
'845200849990,NONMET_PRO,S07012019E07312019,4120
'546450553200,AG_FOOD,S07012019E07312019,3600
'380000845203,MET_ORE,S12012019E12312019,7320
'506160849687,AG_FOOD,S03012019E03312019,24506
'584092876411,IM,S07012019E07312019,2400
'715140703323,NONMET_PRO,S07012019E07312019,3800
'327120381313,NONMET_PRO,S07012019E07312019,3960
'744300380000,CHEM_PET,S08012019E08312019,2160
'537990597660,AG_FOOD,S09012019E09302019,2960
'504600381229,IM,S04012019E04302019,13800
'513772532453,CHEM_PET,S06012019E06302019,2480
'684800658670,OTHER,S04012019E04302019,1320
'732527667268,AG_FOOD,S07012019E07312019,3960
'668100876155,IM,S08012019E08312019,800
'514474849687,AG_FOOD,S10012019E10312019,25790
'061234329893,AG_FOOD,S01012019E01312019,4800
'589120674530,AG_FOOD,S12012019E12312019,25172
'689100380000,MO_VEH,S06012019E06302019,5160
'093768853470,AG_FOOD,S07012019E07312019,11440
'521560779561,AG_FOOD,S01012019E01312019,4120
'584092875640,NONMET_PRO,S05012019E05312019,1320
'677200883635,AG_FOOD,S03012019E03312019,17172
'384838742248,NONMET_PRO,S04012019E04302019,17960
'733119504600,AG_FOOD,S08012019E08312019,11780
'090367862550,CHEM_PET,S10012019E10312019,3720
'472600672328,OTHER,S08012019E08312019,1520
'668100883737,MET_ORE,S07012019E07312019,840
'748540748537,OTHER,S09012019E09302019,1160
'731136790161,COAL,S07012019E07312019,28742
'509330534450,AG_FOOD,S09012019E09302019,6936
'671983439900,CHEM_PET,S01012019E01312019,4160
'380000324740,CHEM_PET,S03012019E03312019,3600
'684779684587,CHEM_PET,S06012019E06302019,75040
'384020883213,FOR_PROD,S04012019E04302019,1880
'553900683440,AG_FOOD,S12012019E12312019,4000
'731150538453,COAL,S10012019E10312019,30498
'517627846200,AG_FOOD,S11012019E11302019,24860
'658470684800,CHEM_PET,S01012019E01312019,3840
'684587684779,CHEM_PET,S06012019E06302019,4240
'386260698350,AG_FOOD,S10012019E10312019,62090
'504293500900,CHEM_PET,S09012019E09302019,600
'706720624330,CHEM_PET,S08012019E08312019,7000
'557613883628,AG_FOOD,S06012019E06302019,3640
'380000554643,AG_FOOD,S10012019E10312019,4200
'380000665930,CHEM_PET,S02012019E02282019,3920
'774900696900,OTHER,S04012019E04302019,2680
'528164846200,AG_FOOD,S05012019E05312019,25738
'686152696900,CHEM_PET,S12012019E12312019,19188
'383446380000,OTHER,S12012019E12312019,2920
'589120792117,CHEM_PET,S01012019E01312019,2800
'684882396640,CHEM_PET,S11012019E11302019,3240
'645172439844,CHEM_PET,S05012019E05312019,4000
'671983668200,CHEM_PET,S02012019E02282019,3120
'380000323130,CHEM_PET,S05012019E05312019,2920
'503550382482,AG_FOOD,S08012019E08312019,3960
'665450684735,CHEM_PET,S03012019E03312019,3840
'645366647000,CHEM_PET,S05012019E05312019,7760
'514151846399,AG_FOOD,S09012019E09302019,8520
'380000668100,AG_FOOD,S09012019E09302019,8440
'604112875640,MET_ORE,S08012019E08312019,3640
'744189708550,OTHER,S02012019E02282019,1440
'556257889000,CHEM_PET,S03012019E03312019,7640
'883000584092,FOR_PROD,S08012019E08312019,1600
'584092875640,MO_VEH,S03012019E03312019,1040
'883000380000,NONMET_PRO,S02012019E02282019,3280
'566900552456,OTHER,S07012019E07312019,100
'622300689879,CHEM_PET,S02012019E02282019,3240
'380000381364,OTHER,S04012019E04302019,2220
'504450846203,IM,S05012019E05312019,6560
'506754855140,AG_FOOD,S06012019E06302019,4000
'335483324740,OTHER,S06012019E06302019,3200
'701586504013,AG_FOOD,S05012019E05312019,10744
'684300684210,OTHER,S10012019E10312019,2880
'684735698350,MET_ORE,S01012019E01312019,3720
'708569840534,CHEM_PET,S09012019E09302019,3440
'516185505442,OTHER,S08012019E08312019,19512
'667300684525,OTHER,S12012019E12312019,1320
'708550847430,CHEM_PET,S04012019E04302019,4240
'318200395650,MO_VEH,S04012019E04302019,800
'384616363539,CHEM_PET,S10012019E10312019,5120
'589120847890,CHEM_PET,S10012019E10312019,3080
'566900604483,AG_FOOD,S09012019E09302019,4480
'380000797152,MO_VEH,S09012019E09302019,11000
'479800553170,FOR_PROD,S12012019E12312019,4400
'523210844398,AG_FOOD,S12012019E12312019,3996
'584092883732,IM,S11012019E11302019,7040
'784144791168,COAL,S12012019E12312019,90520
'504450853470,FOR_PROD,S04012019E04302019,1680
'516564844397,CHEM_PET,S09012019E09302019,3080
'517173579622,AG_FOOD,S07012019E07312019,4280
'668100880270,NONMET_PRO,S07012019E07312019,1600
'585650875640,AG_FOOD,S07012019E07312019,4320
'503970567500,AG_FOOD,S01012019E01312019,10240
'504450883000,MET_ORE,S10012019E10312019,800
'731136439900,COAL,S08012019E08312019,31476
'556330748537,MET_ORE,S01012019E01312019,3200
'506090785121,AG_FOOD,S05012019E05312019,3680
'623170536870,CHEM_PET,S11012019E11302019,2280
'554974889541,AG_FOOD,S05012019E05312019,8920
'688190684719,CHEM_PET,S04012019E04302019,3920
'734146682243,MET_ORE,S09012019E09302019,3560
'754753511740,NONMET_PRO,S08012019E08312019,4320
'380000875640,CHEM_PET,S12012019E12312019,10520
'845203584092,IM,S09012019E09302019,720
'514114741680,AG_FOOD,S02012019E02282019,4000
'544434547500,CHEM_PET,S12012019E12312019,3800
'886546744300,NONMET_PRO,S03012019E03312019,4440
'674720686152,CHEM_PET,S01012019E01312019,27360
'554850684758,CHEM_PET,S09012019E09302019,7520
'547500381441,AG_FOOD,S01012019E01312019,16040
'558937883000,CHEM_PET,S09012019E09302019,4632
'853470581520,MO_VEH,S11012019E11302019,2000
'731136538460,COAL,S11012019E11302019,31922
'322854327460,FOR_PROD,S12012019E12312019,2400
'584092883737,IM,S06012019E06302019,20240
'883683689100,CHEM_PET,S07012019E07312019,3680
'503938514149,AG_FOOD,S10012019E10312019,3240
'502190504600,FOR_PROD,S06012019E06302019,3840
'777550647000,CHEM_PET,S05012019E05312019,125424
'380000744300,FOR_PROD,S01012019E01312019,800
'380000384824,OTHER,S08012019E08312019,1080
'513313667632,AG_FOOD,S06012019E06302019,1956
'511168514149,AG_FOOD,S04012019E04302019,3408
'439875058248,CHEM_PET,S12012019E12312019,2560
'553200883213,AG_FOOD,S01012019E01312019,11480
'672353684800,OTHER,S08012019E08312019,1760
'604114880273,MET_ORE,S02012019E02282019,3560
'516313849990,AG_FOOD,S01012019E01312019,25766
'567500883000,IM,S10012019E10312019,18080
'684640629660,CHEM_PET,S09012019E09302019,2880
'387260645962,AG_FOOD,S08012019E08312019,22058
'555822874433,CHEM_PET,S02012019E02282019,3800
'506880522558,NONMET_PRO,S10012019E10312019,8344
'566900532420,OTHER,S11012019E11302019,1840
'658320553200,FOR_PROD,S10012019E10312019,9360
'384020883213,AG_FOOD,S06012019E06302019,6000
'744300559824,CHEM_PET,S08012019E08312019,8680
'517224380000,AG_FOOD,S04012019E04302019,7840
'881172396640,CHEM_PET,S02012019E02282019,1240
'698350380000,MO_VEH,S03012019E03312019,5680
'299210581584,OTHER,S09012019E09302019,1240
'517488844720,AG_FOOD,S03012019E03312019,8920
'472600777550,MET_ORE,S08012019E08312019,3800
'503938875640,AG_FOOD,S03012019E03312019,4320
'549863774900,CHEM_PET,S07012019E07312019,7600
'731150685234,COAL,S12012019E12312019,207158
'504450566330,CHEM_PET,S03012019E03312019,25338
'096592883642,FOR_PROD,S08012019E08312019,11000
'549863774900,CHEM_PET,S04012019E04302019,3800
'384850742248,NONMET_PRO,S10012019E10312019,56222
'380000849990,FOR_PROD,S12012019E12312019,3920
'380000875850,MET_ORE,S05012019E05312019,6440
'535170383454,AG_FOOD,S04012019E04302019,3840
'380000880181,CHEM_PET,S04012019E04302019,440
'325566380000,FOR_PROD,S04012019E04302019,2840
'686760439900,CHEM_PET,S07012019E07312019,3760
'328744058248,NONMET_PRO,S08012019E08312019,180718
'380000504450,IM,S08012019E08312019,35400
'505653883000,CHEM_PET,S08012019E08312019,6912
'844131515963,FOR_PROD,S08012019E08312019,3840
'384020883000,IM,S10012019E10312019,86080
'500754500900,MET_ORE,S09012019E09302019,12872
'732114380000,NONMET_PRO,S10012019E10312019,4080
'598180686180,AG_FOOD,S02012019E02282019,4000
'586850742550,NONMET_PRO,S11012019E11302019,4752
'684790647000,CHEM_PET,S06012019E06302019,7200
'658660672353,CHEM_PET,S12012019E12312019,3840
'658660667300,CHEM_PET,S01012019E01312019,7680
'384020876411,FOR_PROD,S11012019E11302019,840
'505653874433,CHEM_PET,S06012019E06302019,4596
'731122395690,COAL,S07012019E07312019,32814
'500900511168,NONMET_PRO,S05012019E05312019,8580
'584092380000,IM,S09012019E09302019,11960
'784185797000,OTHER,S02012019E02282019,50200
'883737439900,IM,S11012019E11302019,16880
'647000647000,CHEM_PET,S05012019E05312019,3880
'686279647000,CHEM_PET,S02012019E02282019,15080
'380000584092,AG_FOOD,S03012019E03312019,880
'684587684735,CHEM_PET,S11012019E11302019,15560
'439875380002,IM,S03012019E03312019,14640
'503913323130,AG_FOOD,S08012019E08312019,22572
'380000787182,CHEM_PET,S03012019E03312019,7960
'646505439875,IM,S05012019E05312019,480
'513942792117,CHEM_PET,S02012019E02282019,2560
'318200058248,MO_VEH,S03012019E03312019,2000
'456200880270,AG_FOOD,S10012019E10312019,2960
'503913849660,AG_FOOD,S06012019E06302019,22796
'396640482142,AG_FOOD,S12012019E12312019,3880
'846206380000,IM,S06012019E06302019,4240
'844131439900,FOR_PROD,S07012019E07312019,3840
'380002047600,MET_ORE,S02012019E02282019,720
'534597504600,NONMET_PRO,S10012019E10312019,4400
'384020883715,AG_FOOD,S12012019E12312019,2320
'624141686461,NONMET_PRO,S07012019E07312019,23229
'548660669750,AG_FOOD,S04012019E04302019,7880
'566900550036,OTHER,S06012019E06302019,552
'876155883000,IM,S08012019E08312019,2400
'503589380000,AG_FOOD,S08012019E08312019,11088
'684587684735,CHEM_PET,S04012019E04302019,30880
'787159788150,CHEM_PET,S07012019E07312019,3880
'883715380000,IM,S06012019E06302019,1920
'686279647000,CHEM_PET,S10012019E10312019,31000
'774900380000,CHEM_PET,S03012019E03312019,560
'380000883734,IM,S06012019E06302019,3120
'854588883660,FOR_PROD,S12012019E12312019,12920
'784176686152,CHEM_PET,S11012019E11302019,3960
'305983380000,FOR_PROD,S03012019E03312019,15920
'684771686760,OTHER,S01012019E01312019,1320
'883000744300,IM,S02012019E02282019,3000
'505653875640,CHEM_PET,S10012019E10312019,3456
'849660883628,FOR_PROD,S01012019E01312019,3120
'840170883000,FOR_PROD,S06012019E06302019,3600
'731143566900,COAL,S05012019E05312019,129682
'668200880276,CHEM_PET,S04012019E04302019,3880
'889593566900,MO_VEH,S07012019E07312019,6400
'668100380000,MO_VEH,S12012019E12312019,1120
'672328668141,OTHER,S10012019E10312019,124
'318200047600,MO_VEH,S05012019E05312019,3200
'623550696829,CHEM_PET,S03012019E03312019,8400
'381299875640,AG_FOOD,S08012019E08312019,1680
'684150576550,CHEM_PET,S03012019E03312019,3960
'744300380000,CHEM_PET,S06012019E06302019,2600
'574181667300,NONMET_PRO,S01012019E01312019,17880
'571220536870,NONMET_PRO,S03012019E03312019,4520
'381299880270,IM,S11012019E11302019,6720
'567764742550,NONMET_PRO,S06012019E06302019,34329
'380000845203,IM,S12012019E12312019,80240
'585650684300,AG_FOOD,S12012019E12312019,10308
'748537744184,NONMET_PRO,S11012019E11302019,31011
'731134549260,COAL,S05012019E05312019,32322
'481860599454,CHEM_PET,S05012019E05312019,3800
'504600547500,AG_FOOD,S05012019E05312019,4200
'784144790168,COAL,S08012019E08312019,495896
'315986047600,IM,S03012019E03312019,2320
'599754883000,AG_FOOD,S10012019E10312019,11052
'875640883000,IM,S12012019E12312019,2880
'732527877551,AG_FOOD,S04012019E04302019,4400
'504600505514,FOR_PROD,S10012019E10312019,2560
'380000845377,FOR_PROD,S12012019E12312019,4200
'380000483187,CHEM_PET,S06012019E06302019,8000
'527155524490,OTHER,S10012019E10312019,1200
'500751500900,MET_ORE,S09012019E09302019,183452
'599664880252,AG_FOOD,S07012019E07312019,8316
'093768854113,CHEM_PET,S04012019E04302019,6540
'522170683440,AG_FOOD,S05012019E05312019,3920
'380000853470,FOR_PROD,S03012019E03312019,8920
'080116731146,CHEM_PET,S06012019E06302019,7640
'881172875854,CHEM_PET,S11012019E11302019,4360
'731154380000,COAL,S05012019E05312019,63070
'315986058248,CHEM_PET,S03012019E03312019,2200
'380000879574,OTHER,S08012019E08312019,1000
'557733875894,AG_FOOD,S03012019E03312019,48860
'883000847890,CHEM_PET,S11012019E11302019,3800
'731120748537,COAL,S05012019E05312019,167764
'849990439900,FOR_PROD,S02012019E02282019,4040
'744300883000,IM,S11012019E11302019,1440
'472600511168,MET_ORE,S03012019E03312019,2640
'472600551440,OTHER,S03012019E03312019,5600
'668100883734,MET_ORE,S12012019E12312019,3120
'381299584092,CHEM_PET,S07012019E07312019,4000
'517617678683,AG_FOOD,S09012019E09302019,8440
'855638744300,FOR_PROD,S09012019E09302019,4000
'645364318384,CHEM_PET,S07012019E07312019,3560
'588890623550,AG_FOOD,S10012019E10312019,4040
'584092883734,MET_ORE,S01012019E01312019,800
'522147878600,AG_FOOD,S08012019E08312019,13820
'384850694694,NONMET_PRO,S10012019E10312019,34416
'588440774900,CHEM_PET,S03012019E03312019,7572
'382750384441,MET_ORE,S09012019E09302019,3600
'387156645519,AG_FOOD,S02012019E02282019,22620
'883000343689,MO_VEH,S06012019E06302019,1320
'396292553432,MET_ORE,S11012019E11302019,3720
'883213668100,IM,S08012019E08312019,2080
'503550581520,AG_FOOD,S06012019E06302019,3960
'322877058248,NONMET_PRO,S12012019E12312019,38980
'889593380000,MO_VEH,S03012019E03312019,4800
'731154840600,COAL,S03012019E03312019,84782
'500900501612,FOR_PROD,S06012019E06302019,3800
'504450380000,CHEM_PET,S06012019E06302019,37094
'731154576593,COAL,S06012019E06302019,31702
'849990880273,FOR_PROD,S06012019E06302019,3920
'323130501612,FOR_PROD,S02012019E02282019,3800
'774900881237,CHEM_PET,S09012019E09302019,4000
'629660689880,CHEM_PET,S10012019E10312019,3960
'684300684800,OTHER,S02012019E02282019,1320
'504600381229,CHEM_PET,S07012019E07312019,800
'524490690150,AG_FOOD,S08012019E08312019,4320
'511740380000,AG_FOOD,S11012019E11302019,37040
'581520853470,MO_VEH,S01012019E01312019,920
'504600515963,FOR_PROD,S10012019E10312019,4040
'777550384020,CHEM_PET,S02012019E02282019,3320
'623550380000,MET_ORE,S02012019E02282019,3468
'513670698350,AG_FOOD,S04012019E04302019,7480
'671685689880,CHEM_PET,S02012019E02282019,3920
'774900840523,NONMET_PRO,S02012019E02282019,4320
'622300504450,CHEM_PET,S09012019E09302019,3840
'504450845203,IM,S04012019E04302019,5280
'501612439930,FOR_PROD,S12012019E12312019,32920
'668100883252,IM,S03012019E03312019,4000
'883683881249,CHEM_PET,S11012019E11302019,5400
'485650439900,MO_VEH,S03012019E03312019,11440
'384020883715,IM,S08012019E08312019,3440
'547500506777,CHEM_PET,S04012019E04302019,4040
'509398689880,AG_FOOD,S12012019E12312019,29778
'844131696900,FOR_PROD,S11012019E11302019,4000
'503570380000,AG_FOOD,S04012019E04302019,34056
'645172318100,CHEM_PET,S01012019E01312019,7520
'840340553900,FOR_PROD,S09012019E09302019,4080
'845371848772,IM,S06012019E06302019,18200
'328161047600,CHEM_PET,S10012019E10312019,8280
'698350482150,OTHER,S12012019E12312019,1600
'584092883257,MET_ORE,S08012019E08312019,840
'512646849660,AG_FOOD,S09012019E09302019,25194
'589120382082,NONMET_PRO,S01012019E01312019,11704
'703732853474,AG_FOOD,S11012019E11302019,30249
'333642380000,NONMET_PRO,S06012019E06302019,72116
'853470504450,IM,S02012019E02282019,4640
'883683647000,CHEM_PET,S07012019E07312019,3040
'684441684735,CHEM_PET,S08012019E08312019,3600
'584092553200,IM,S12012019E12312019,1440
'668200672328,OTHER,S11012019E11302019,5800
'384020883710,MET_ORE,S07012019E07312019,1920
'732112703323,NONMET_PRO,S07012019E07312019,4000
'396640604440,AG_FOOD,S12012019E12312019,3800
'875640684800,AG_FOOD,S08012019E08312019,1680
'566900875624,AG_FOOD,S02012019E02282019,4280
'686180503589,CHEM_PET,S08012019E08312019,24339
'731122395690,COAL,S01012019E01312019,32820
'853470504451,MO_VEH,S12012019E12312019,3920
'500900500751,NONMET_PRO,S06012019E06302019,112570
'534960566900,CHEM_PET,S07012019E07312019,3840
'876185380000,MO_VEH,S10012019E10312019,1000
'875640504450,AG_FOOD,S01012019E01312019,3320
'689100779556,CHEM_PET,S04012019E04302019,3920
'883734380000,IM,S08012019E08312019,33680
'384020883732,CHEM_PET,S03012019E03312019,760
'883000847883,CHEM_PET,S02012019E02282019,3760
'734163691450,NONMET_PRO,S05012019E05312019,3920
'439900880270,MO_VEH,S11012019E11302019,800
'393184775556,AG_FOOD,S08012019E08312019,25072
'876411684800,MO_VEH,S05012019E05312019,960
'586420628750,MET_ORE,S08012019E08312019,3200
'384824632440,NONMET_PRO,S05012019E05312019,4600
'883683883160,CHEM_PET,S02012019E02282019,3880
'566900386212,CHEM_PET,S03012019E03312019,3760
'517224619190,AG_FOOD,S01012019E01312019,3640
'684210504450,CHEM_PET,S05012019E05312019,3200
'668100880270,CHEM_PET,S07012019E07312019,6200
'380000584092,IM,S08012019E08312019,5440
'503592382482,AG_FOOD,S03012019E03312019,4440
'687478876185,MO_VEH,S10012019E10312019,3200
'883213439900,IM,S02012019E02282019,1960
'855632380000,FOR_PROD,S10012019E10312019,3800
'504450845203,IM,S05012019E05312019,11080
'509398696900,AG_FOOD,S01012019E01312019,29610
'538428536870,AG_FOOD,S05012019E05312019,7760
'533820058248,CHEM_PET,S07012019E07312019,3600
'439875646505,IM,S06012019E06302019,1200
'380000797000,AG_FOOD,S06012019E06302019,3200
'790151883674,CHEM_PET,S04012019E04302019,2800
'846200093900,MO_VEH,S08012019E08312019,1000
'588440684758,AG_FOOD,S12012019E12312019,23976
'380000507324,CHEM_PET,S07012019E07312019,3760
'511784567507,AG_FOOD,S07012019E07312019,25296
'668660687467,NONMET_PRO,S05012019E05312019,34788
'381299797000,AG_FOOD,S01012019E01312019,760
'684790684735,CHEM_PET,S03012019E03312019,7480
'588440504450,CHEM_PET,S12012019E12312019,8000
'672328567500,OTHER,S12012019E12312019,2640
'584092883710,AG_FOOD,S09012019E09302019,3120
'384020846203,MET_ORE,S02012019E02282019,840
'093314849687,FOR_PROD,S01012019E01312019,3800
'566900557250,OTHER,S05012019E05312019,144
'549260672287,AG_FOOD,S10012019E10312019,22388
'096201687500,FOR_PROD,S06012019E06302019,3480
'589954502693,NONMET_PRO,S01012019E01312019,4160
'380000538474,CHEM_PET,S03012019E03312019,12240
'883000343689,IM,S02012019E02282019,10680
'698350566900,MO_VEH,S11012019E11302019,800
'647000584250,AG_FOOD,S06012019E06302019,3920
'380000875640,MO_VEH,S05012019E05312019,1280
'853470380000,MO_VEH,S03012019E03312019,4000
'093314090361,CHEM_PET,S02012019E02282019,30160
'672353881265,CHEM_PET,S03012019E03312019,3440
'845200853470,CHEM_PET,S11012019E11302019,880
'628629686212,NONMET_PRO,S03012019E03312019,28130
'514760566900,AG_FOOD,S06012019E06302019,3640
'299210686732,CHEM_PET,S01012019E01312019,3440
'668100883734,MET_ORE,S02012019E02282019,4000
'684800380000,AG_FOOD,S01012019E01312019,2760
'550518853481,CHEM_PET,S04012019E04302019,3880
'439875047600,FOR_PROD,S05012019E05312019,1440
'380000504600,FOR_PROD,S05012019E05312019,1560
'093314090361,CHEM_PET,S09012019E09302019,21560
'845200542443,AG_FOOD,S03012019E03312019,3840
'549268875850,AG_FOOD,S07012019E07312019,4080
'504450515672,CHEM_PET,S08012019E08312019,4120
'845200553200,IM,S10012019E10312019,5920
'384020883734,MET_ORE,S09012019E09302019,1280
'743535845200,AG_FOOD,S10012019E10312019,3960
'883213567500,IM,S02012019E02282019,600
'557450667268,CHEM_PET,S11012019E11302019,4120
'641150382082,FOR_PROD,S07012019E07312019,2880
'328754058248,IM,S10012019E10312019,2880
'875640684800,AG_FOOD,S04012019E04302019,2520
'672328628940,OTHER,S08012019E08312019,1480
'647000793168,CHEM_PET,S05012019E05312019,7200
'667300883628,CHEM_PET,S09012019E09302019,3720
'672328672323,OTHER,S06012019E06302019,1240
'731154790168,COAL,S09012019E09302019,119290
'523127527657,AG_FOOD,S01012019E01312019,24684
'794112779561,NONMET_PRO,S02012019E02282019,8240
'381313878600,AG_FOOD,S05012019E05312019,4000
'689100686212,MO_VEH,S03012019E03312019,840
'384188439900,CHEM_PET,S08012019E08312019,2600
'668200668141,AG_FOOD,S03012019E03312019,4000
'658660793168,CHEM_PET,S02012019E02282019,3800
'840600848772,IM,S05012019E05312019,9840
'598584472600,OTHER,S10012019E10312019,1520
'599367883628,AG_FOOD,S02012019E02282019,20196
'506090854136,AG_FOOD,S02012019E02282019,7640
'315700047600,MO_VEH,S04012019E04302019,1680
'674275684169,CHEM_PET,S04012019E04302019,26574
'704150567507,AG_FOOD,S07012019E07312019,4080
'500900886525,FOR_PROD,S07012019E07312019,3200
'557733621184,AG_FOOD,S05012019E05312019,24310
'588440599754,AG_FOOD,S10012019E10312019,6156
'684640629660,CHEM_PET,S06012019E06302019,2880
'336000504600,MET_ORE,S07012019E07312019,4040
'708569729177,CHEM_PET,S05012019E05312019,5760
'708549684800,CHEM_PET,S11012019E11302019,7360
'731183472732,COAL,S10012019E10312019,637954
'343689875640,IM,S07012019E07312019,560
'584092883734,CHEM_PET,S05012019E05312019,1840
'323235327460,FOR_PROD,S08012019E08312019,2400
'684460380000,CHEM_PET,S05012019E05312019,3560
'303184305983,FOR_PROD,S05012019E05312019,4800
'848799527180,FOR_PROD,S06012019E06302019,3280
'588440748537,MET_ORE,S02012019E02282019,3600
'731154686484,COAL,S04012019E04302019,416682
'516574844126,CHEM_PET,S05012019E05312019,19148
'380000845203,CHEM_PET,S05012019E05312019,18200
'517130503136,AG_FOOD,S10012019E10312019,8800
'880270384020,IM,S03012019E03312019,360
'883737584092,CHEM_PET,S07012019E07312019,760
'316930058248,MO_VEH,S11012019E11302019,720
'327120380000,NONMET_PRO,S06012019E06302019,3960
'501551396292,MET_ORE,S02012019E02282019,191374
'513370842659,AG_FOOD,S10012019E10312019,3440
'090577853472,NONMET_PRO,S11012019E11302019,3920
'686760848440,CHEM_PET,S03012019E03312019,3560
'382880626200,NONMET_PRO,S06012019E06302019,4520
'567500883209,IM,S12012019E12312019,4560
'731154566900,COAL,S02012019E02282019,64352
'380000384237,FOR_PROD,S10012019E10312019,7760
'324740380000,FOR_PROD,S05012019E05312019,3360
'731122685234,COAL,S08012019E08312019,29888
'840576849687,AG_FOOD,S05012019E05312019,25300
'849990880273,FOR_PROD,S03012019E03312019,3920
'537933566900,CHEM_PET,S09012019E09302019,4120
'387156487460,AG_FOOD,S01012019E01312019,4120
'621644840576,CHEM_PET,S10012019E10312019,3920
'080116717110,CHEM_PET,S01012019E01312019,3760
'559550792140,AG_FOOD,S10012019E10312019,8316
'381299797000,CHEM_PET,S12012019E12312019,3760
'305120047600,CHEM_PET,S10012019E10312019,7720
'731156686484,COAL,S07012019E07312019,30266
'732138500751,NONMET_PRO,S07012019E07312019,15560
'846200852860,CHEM_PET,S04012019E04302019,3520
'382867513758,NONMET_PRO,S08012019E08312019,34386
'731158728145,COAL,S02012019E02282019,148244
'380000777572,NONMET_PRO,S06012019E06302019,34560
