Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'706720853470,CHEM_PET,S06012019E06302019,3408
'096592683595,FOR_PROD,S12012019E12312019,3360
'777520692650,CHEM_PET,S05012019E05312019,3880
'384020883732,IM,S05012019E05312019,31680
'380000846206,IM,S05012019E05312019,1440
'380000622300,CHEM_PET,S09012019E09302019,7680
'845203380000,IM,S03012019E03312019,101080
'684735883652,CHEM_PET,S11012019E11302019,3880
'701586853474,AG_FOOD,S03012019E03312019,25786
'880286880270,CHEM_PET,S09012019E09302019,3880
'708420505250,COAL,S07012019E07312019,201314
'512975517224,AG_FOOD,S02012019E02282019,3520
'698350380000,MO_VEH,S12012019E12312019,11360
'658320883611,FOR_PROD,S03012019E03312019,2280
'399655380000,OTHER,S08012019E08312019,9264
'731154686484,COAL,S09012019E09302019,267304
'881249880273,CHEM_PET,S11012019E11302019,2560
'511168503550,AG_FOOD,S11012019E11302019,10212
'701586849687,AG_FOOD,S11012019E11302019,25538
'668200621644,OTHER,S12012019E12312019,1880
'846206853470,IM,S12012019E12312019,12760
'672672684800,AG_FOOD,S08012019E08312019,3440
'472600708569,MO_VEH,S06012019E06302019,1000
'658671527180,CHEM_PET,S10012019E10312019,7960
'500900886525,FOR_PROD,S08012019E08312019,2560
'883000567500,IM,S06012019E06302019,12360
'883715439900,IM,S01012019E01312019,3600
'090361093314,OTHER,S01012019E01312019,1360
'381313667268,AG_FOOD,S09012019E09302019,3760
'500756500900,MET_ORE,S07012019E07312019,606236
'645172396609,CHEM_PET,S11012019E11302019,2880
'672328684775,OTHER,S08012019E08312019,132
'439900880270,IM,S12012019E12312019,1320
'731132623417,COAL,S01012019E01312019,106722
'517534070315,AG_FOOD,S09012019E09302019,7128
'343689875640,IM,S04012019E04302019,2320
'883000584092,IM,S10012019E10312019,70640
'598193684800,AG_FOOD,S03012019E03312019,3560
'333870886576,FOR_PROD,S06012019E06302019,3960
'883710384020,IM,S04012019E04302019,320
'395278486930,AG_FOOD,S06012019E06302019,22678
'380000547500,CHEM_PET,S03012019E03312019,3760
'305983380000,FOR_PROD,S01012019E01312019,8360
'547500744184,AG_FOOD,S11012019E11302019,4080
'845200504450,IM,S01012019E01312019,9520
'439900876411,FOR_PROD,S12012019E12312019,880
'380000684717,MET_ORE,S02012019E02282019,3760
'684775875640,CHEM_PET,S10012019E10312019,11480
'094306058248,FOR_PROD,S12012019E12312019,3920
'731153849118,COAL,S11012019E11302019,175528
'647000881265,CHEM_PET,S08012019E08312019,7280
'684800887130,CHEM_PET,S01012019E01312019,3600
'880270668100,AG_FOOD,S06012019E06302019,3000
'686180635478,NONMET_PRO,S04012019E04302019,3800
'790151792117,CHEM_PET,S10012019E10312019,2800
'380000336000,FOR_PROD,S08012019E08312019,3560
'584092380000,CHEM_PET,S01012019E01312019,6800
'883735684800,AG_FOOD,S01012019E01312019,520
'706720581520,AG_FOOD,S11012019E11302019,4320
'879574439900,AG_FOOD,S09012019E09302019,2600
'797990883732,AG_FOOD,S01012019E01312019,24760
'883000384020,FOR_PROD,S01012019E01312019,1480
'647000645364,CHEM_PET,S07012019E07312019,3600
'380000504450,IM,S05012019E05312019,27760
'696900384020,MO_VEH,S09012019E09302019,1440
'645168384182,CHEM_PET,S12012019E12312019,3600
'093314831438,CHEM_PET,S07012019E07312019,3600
'504295380000,CHEM_PET,S04012019E04302019,3560
'840576849660,AG_FOOD,S01012019E01312019,25300
'889000581520,MO_VEH,S11012019E11302019,1440
'574181667300,NONMET_PRO,S09012019E09302019,21960
'566900881229,CHEM_PET,S05012019E05312019,3640
'513942846200,CHEM_PET,S08012019E08312019,19620
'706720875874,AG_FOOD,S09012019E09302019,1720
'093612848772,IM,S01012019E01312019,8960
'387156645962,AG_FOOD,S12012019E12312019,21840
'534450668200,OTHER,S06012019E06302019,1280
'522530845210,AG_FOOD,S10012019E10312019,25770
'472600746422,MO_VEH,S01012019E01312019,3600
'384020883743,IM,S11012019E11302019,8600
'883683880214,CHEM_PET,S01012019E01312019,2840
'504600381229,IM,S08012019E08312019,11400
'380000883683,CHEM_PET,S08012019E08312019,2800
'380002058248,IM,S03012019E03312019,47520
'880270566900,IM,S06012019E06302019,2120
'621644879556,CHEM_PET,S04012019E04302019,3920
'845203380000,IM,S12012019E12312019,57320
'439875380002,CHEM_PET,S05012019E05312019,2120
'507557504452,AG_FOOD,S12012019E12312019,4200
'849660883000,FOR_PROD,S07012019E07312019,6440
'731158728145,COAL,S03012019E03312019,240142
'567500876411,CHEM_PET,S11012019E11302019,880
'508323566900,CHEM_PET,S07012019E07312019,7600
'797000380000,CHEM_PET,S05012019E05312019,2880
'553200846206,IM,S06012019E06302019,1360
'708569668550,MET_ORE,S12012019E12312019,9600
'380000845203,MO_VEH,S08012019E08312019,600
'381299797000,CHEM_PET,S09012019E09302019,7200
'658660647000,CHEM_PET,S06012019E06302019,3320
'504450846203,IM,S09012019E09302019,8040
'647000880270,CHEM_PET,S03012019E03312019,4400
'509330744836,AG_FOOD,S05012019E05312019,4400
'384817380000,CHEM_PET,S11012019E11302019,4320
'512975380000,CHEM_PET,S08012019E08312019,3600
'879574380000,AG_FOOD,S11012019E11302019,4160
'323672058248,NONMET_PRO,S02012019E02282019,43727
'701112504810,AG_FOOD,S04012019E04302019,20640
'665450439900,CHEM_PET,S09012019E09302019,11360
'667300883160,CHEM_PET,S03012019E03312019,3680
'566900876185,MO_VEH,S08012019E08312019,8000
'684320555720,CHEM_PET,S12012019E12312019,3920
'384820674278,AG_FOOD,S02012019E02282019,24752
'504450504760,CHEM_PET,S10012019E10312019,4000
'880286881172,CHEM_PET,S05012019E05312019,15160
'706720840534,CHEM_PET,S11012019E11302019,5424
'380000686212,MO_VEH,S01012019E01312019,17800
'070333696900,AG_FOOD,S05012019E05312019,25020
'533820380000,AG_FOOD,S02012019E02282019,3600
'472600686212,MO_VEH,S09012019E09302019,5600
'628631667262,NONMET_PRO,S12012019E12312019,261530
'589120668200,NONMET_PRO,S01012019E01312019,4120
'503136557463,CHEM_PET,S01012019E01312019,4600
'876134787182,CHEM_PET,S03012019E03312019,3920
'684773581520,CHEM_PET,S08012019E08312019,3600
'381313875640,AG_FOOD,S10012019E10312019,20360
'744300883000,IM,S07012019E07312019,960
'708787323130,COAL,S12012019E12312019,148302
'380000744300,FOR_PROD,S09012019E09302019,2920
'668100880270,AG_FOOD,S05012019E05312019,7120
'380000504593,CHEM_PET,S12012019E12312019,7720
'584092883737,IM,S08012019E08312019,12480
'677173678920,OTHER,S01012019E01312019,384
'684119672700,FOR_PROD,S12012019E12312019,3040
'439900797152,MO_VEH,S07012019E07312019,840
'846776566900,FOR_PROD,S03012019E03312019,3280
'684775439900,CHEM_PET,S04012019E04302019,3160
'604114797000,MET_ORE,S04012019E04302019,3240
'566900879556,AG_FOOD,S09012019E09302019,29649
'846209553200,IM,S10012019E10312019,3480
'328737380000,NONMET_PRO,S04012019E04302019,83891
'513942846570,CHEM_PET,S08012019E08312019,2480
'883715584092,IM,S02012019E02282019,920
'380000880181,FOR_PROD,S07012019E07312019,400
'380000513752,OTHER,S11012019E11302019,1760
'840574844397,CHEM_PET,S03012019E03312019,15072
'571220511740,NONMET_PRO,S10012019E10312019,4680
'380000204210,CHEM_PET,S03012019E03312019,3680
'380000880270,FOR_PROD,S12012019E12312019,16280
'840340380000,FOR_PROD,S01012019E01312019,4040
'388260785121,AG_FOOD,S02012019E02282019,4040
'380000049810,AG_FOOD,S05012019E05312019,3920
'797163883160,CHEM_PET,S10012019E10312019,2960
'629660684300,CHEM_PET,S08012019E08312019,5760
'522413696900,AG_FOOD,S07012019E07312019,30333
'645172644800,CHEM_PET,S01012019E01312019,68960
'684771684775,CHEM_PET,S11012019E11302019,6240
'556844708569,OTHER,S04012019E04302019,1880
'589120380000,CHEM_PET,S01012019E01312019,4416
'686730658660,OTHER,S05012019E05312019,1400
'383454501612,AG_FOOD,S09012019E09302019,3720
'732113381290,AG_FOOD,S04012019E04302019,4360
'684800647000,CHEM_PET,S11012019E11302019,30040
'504600381229,FOR_PROD,S09012019E09302019,2520
'389970621660,AG_FOOD,S10012019E10312019,4160
'668100797990,IM,S08012019E08312019,3840
'742325566900,CHEM_PET,S09012019E09302019,36670
'584092883257,IM,S11012019E11302019,640
'647000684779,CHEM_PET,S04012019E04302019,3840
'584092883737,CHEM_PET,S09012019E09302019,800
'684587698350,CHEM_PET,S05012019E05312019,7720
'684800883000,AG_FOOD,S12012019E12312019,1600
'684150396640,CHEM_PET,S03012019E03312019,7840
'744189668141,AG_FOOD,S09012019E09302019,4280
'588440677200,CHEM_PET,S07012019E07312019,4280
'668200672322,OTHER,S08012019E08312019,2416
'777550380000,CHEM_PET,S01012019E01312019,3552
'384020883000,AG_FOOD,S11012019E11302019,3720
'380002047600,MO_VEH,S08012019E08312019,960
'588440748537,MET_ORE,S12012019E12312019,7200
'521410853144,CHEM_PET,S06012019E06302019,14568
'889593566900,MO_VEH,S04012019E04302019,6400
'883000774900,CHEM_PET,S06012019E06302019,2400
'439900880270,MO_VEH,S07012019E07312019,400
'621644583168,CHEM_PET,S08012019E08312019,3920
'380000797152,MO_VEH,S12012019E12312019,6800
'556844525810,OTHER,S06012019E06302019,1000
'689100380000,MO_VEH,S09012019E09302019,7360
'881172696900,CHEM_PET,S04012019E04302019,4160
'883213384020,IM,S07012019E07312019,14600
'080116744189,AG_FOOD,S10012019E10312019,3792
'685370685234,OTHER,S02012019E02282019,84
'522670840600,CHEM_PET,S03012019E03312019,3800
'731156537988,COAL,S09012019E09302019,28290
'363504299216,MET_ORE,S07012019E07312019,51454
'504450846203,MET_ORE,S02012019E02282019,880
'731120840600,COAL,S02012019E02282019,81928
'584092876411,AG_FOOD,S07012019E07312019,5120
'658320684800,CHEM_PET,S11012019E11302019,7120
'690360682953,NONMET_PRO,S02012019E02282019,29589
'380000845200,IM,S06012019E06302019,9960
'686732689100,CHEM_PET,S12012019E12312019,7720
'707450513993,OTHER,S05012019E05312019,1960
'456200883000,CHEM_PET,S08012019E08312019,680
'686279668200,CHEM_PET,S12012019E12312019,3720
'706720731146,CHEM_PET,S06012019E06302019,9672
'504450845203,IM,S06012019E06302019,4040
'667300774900,FOR_PROD,S05012019E05312019,3880
'329142380000,CHEM_PET,S02012019E02282019,3800
'628750744300,MET_ORE,S09012019E09302019,7680
'439900792146,IM,S08012019E08312019,160
'511728380000,AG_FOOD,S10012019E10312019,30354
'338284338240,NONMET_PRO,S07012019E07312019,4640
'541940380000,MET_ORE,S05012019E05312019,3600
'889593774900,MO_VEH,S11012019E11302019,1600
'797000668100,IM,S03012019E03312019,1440
'382082684735,CHEM_PET,S06012019E06302019,4080
'698350439900,CHEM_PET,S03012019E03312019,3920
'516564880181,CHEM_PET,S11012019E11302019,2600
'368700047600,IM,S09012019E09302019,4800
'645172058248,CHEM_PET,S10012019E10312019,6080
'396292487282,MET_ORE,S11012019E11302019,3160
'883732744300,IM,S05012019E05312019,1280
'509330762725,AG_FOOD,S02012019E02282019,3800
'698350380000,MET_ORE,S05012019E05312019,3760
'732113380000,AG_FOOD,S11012019E11302019,4400
'327278380000,MET_ORE,S03012019E03312019,7600
'380000735126,OTHER,S11012019E11302019,1040
'472600845375,MO_VEH,S03012019E03312019,1600
'627854668141,OTHER,S01012019E01312019,444
'516564792117,CHEM_PET,S01012019E01312019,2560
'840600504450,IM,S12012019E12312019,1840
'876119883628,CHEM_PET,S01012019E01312019,4240
'584092883715,AG_FOOD,S05012019E05312019,1160
'880270456200,IM,S01012019E01312019,56160
'538428667262,AG_FOOD,S10012019E10312019,16760
'439900588440,CHEM_PET,S01012019E01312019,7840
'731122566545,COAL,S09012019E09302019,258642
'509330388260,AG_FOOD,S04012019E04302019,4608
'876155883000,IM,S12012019E12312019,960
'687478093768,MO_VEH,S05012019E05312019,2400
'588440604163,MET_ORE,S07012019E07312019,4160
'645168439844,CHEM_PET,S08012019E08312019,8000
'472600384020,MO_VEH,S08012019E08312019,8000
'511187380000,AG_FOOD,S02012019E02282019,12560
'384869678920,OTHER,S01012019E01312019,1320
'684800647000,CHEM_PET,S07012019E07312019,3720
'731136790168,COAL,S11012019E11302019,177574
'512477512465,AG_FOOD,S01012019E01312019,7840
'380000883734,AG_FOOD,S09012019E09302019,880
'381299584092,IM,S03012019E03312019,6720
'847890504450,AG_FOOD,S11012019E11302019,3760
'515980504600,MET_ORE,S10012019E10312019,3600
'853470380000,FOR_PROD,S06012019E06302019,5440
'698350628940,MET_ORE,S05012019E05312019,3000
'472600880270,MO_VEH,S03012019E03312019,7000
'380000047600,MO_VEH,S06012019E06302019,480
'392200058248,AG_FOOD,S03012019E03312019,720
'731153685234,COAL,S09012019E09302019,58024
'883715668100,IM,S03012019E03312019,1520
'628629684300,NONMET_PRO,S10012019E10312019,33438
'733150703323,NONMET_PRO,S02012019E02282019,3360
'698350668610,MET_ORE,S01012019E01312019,5200
'554170566900,AG_FOOD,S07012019E07312019,16580
'501612667232,FOR_PROD,S11012019E11302019,3560
'380000853470,FOR_PROD,S10012019E10312019,5160
'384824626200,OTHER,S05012019E05312019,1080
'557250773470,AG_FOOD,S04012019E04302019,25770
'583628674278,AG_FOOD,S07012019E07312019,25494
'883734384020,CHEM_PET,S08012019E08312019,280
'684775677168,CHEM_PET,S10012019E10312019,5652
'715512704147,NONMET_PRO,S05012019E05312019,4280
'883140439930,CHEM_PET,S08012019E08312019,3760
'777550384020,CHEM_PET,S09012019E09302019,16040
'684800647000,CHEM_PET,S05012019E05312019,37200
'516195380000,AG_FOOD,S07012019E07312019,9108
'731132395690,COAL,S11012019E11302019,162092
'439900883000,IM,S09012019E09302019,52160
'380000853470,MO_VEH,S03012019E03312019,14480
'584092883734,CHEM_PET,S12012019E12312019,440
'485730387710,CHEM_PET,S05012019E05312019,11800
'876129881550,CHEM_PET,S01012019E01312019,2400
'504450883000,FOR_PROD,S10012019E10312019,840
'777550879556,CHEM_PET,S04012019E04302019,3528
'380000532225,CHEM_PET,S11012019E11302019,4080
'711147504600,FOR_PROD,S07012019E07312019,4080
'521250849990,AG_FOOD,S09012019E09302019,25538
'381299883000,IM,S06012019E06302019,33560
'731134685234,COAL,S04012019E04302019,30144
'384020883209,IM,S05012019E05312019,8600
'794222788128,NONMET_PRO,S11012019E11302019,4008
'485650439900,MO_VEH,S08012019E08312019,24680
'883660668100,MO_VEH,S06012019E06302019,4000
'880270456200,FOR_PROD,S03012019E03312019,400
'537990381290,AG_FOOD,S07012019E07312019,7600
'667595380000,MET_ORE,S11012019E11302019,3880
'784139794112,COAL,S05012019E05312019,9512
'503992842117,AG_FOOD,S05012019E05312019,25786
'628629686212,NONMET_PRO,S06012019E06302019,55924
'386213513415,CHEM_PET,S09012019E09302019,3960
'846206504450,IM,S11012019E11302019,15680
'381280047600,CHEM_PET,S11012019E11302019,3440
'853471581520,MO_VEH,S01012019E01312019,800
'831438883628,FOR_PROD,S02012019E02282019,2960
'546293674278,AG_FOOD,S08012019E08312019,25148
'534450566900,AG_FOOD,S10012019E10312019,11200
'732527584088,NONMET_PRO,S09012019E09302019,12280
'883660668100,MO_VEH,S05012019E05312019,3200
'509330597660,AG_FOOD,S03012019E03312019,8920
'513670380000,AG_FOOD,S05012019E05312019,8120
'500751500900,MET_ORE,S01012019E01312019,126922
'553900879556,AG_FOOD,S10012019E10312019,4240
'731154538460,COAL,S06012019E06302019,127562
'667300794112,OTHER,S02012019E02282019,324
'388667489768,AG_FOOD,S12012019E12312019,9408
'515980504295,MET_ORE,S10012019E10312019,3800
'774900880270,IM,S02012019E02282019,640
'093768879556,AG_FOOD,S11012019E11302019,32745
'632740677200,NONMET_PRO,S09012019E09302019,10036
'439900439900,CHEM_PET,S09012019E09302019,5720
'534580564735,OTHER,S04012019E04302019,1360
'513942849990,CHEM_PET,S06012019E06302019,7720
'439900797000,CHEM_PET,S03012019E03312019,3640
'668200774900,FOR_PROD,S09012019E09302019,3600
'566330698350,AG_FOOD,S02012019E02282019,4080
'584092883257,IM,S03012019E03312019,720
'853470844140,CHEM_PET,S09012019E09302019,3040
'522627674620,AG_FOOD,S03012019E03312019,25726
'384188684800,CHEM_PET,S04012019E04302019,3640
'744300703323,OTHER,S08012019E08312019,1476
'584092876411,CHEM_PET,S09012019E09302019,400
'479800574116,FOR_PROD,S11012019E11302019,11960
'504450323130,AG_FOOD,S12012019E12312019,4160
'553900775556,AG_FOOD,S01012019E01312019,4280
'706720504600,AG_FOOD,S03012019E03312019,4040
'684800380000,FOR_PROD,S09012019E09302019,840
'516964686152,CHEM_PET,S08012019E08312019,7400
'508872380000,CHEM_PET,S05012019E05312019,83148
'731154728145,COAL,S03012019E03312019,61294
'303184327460,FOR_PROD,S09012019E09302019,2400
'380000336000,AG_FOOD,S07012019E07312019,3480
'597660380000,AG_FOOD,S12012019E12312019,3320
'731154501595,COAL,S04012019E04302019,29742
'668100883734,IM,S12012019E12312019,13800
'880286853475,NONMET_PRO,S11012019E11302019,4000
'525160849687,AG_FOOD,S12012019E12312019,24904
'439900883735,IM,S09012019E09302019,3120
'566900576567,CHEM_PET,S11012019E11302019,3800
'504450773470,AG_FOOD,S09012019E09302019,4360
'774900797000,NONMET_PRO,S03012019E03312019,12800
'380000880270,CHEM_PET,S12012019E12312019,15680
'684775672328,CHEM_PET,S11012019E11302019,4040
'853472684320,CHEM_PET,S06012019E06302019,3440
'645366646135,CHEM_PET,S11012019E11302019,3880
'504370748537,MET_ORE,S07012019E07312019,3420
'571220566900,NONMET_PRO,S04012019E04302019,4200
'846206553200,IM,S02012019E02282019,200
'849660878600,FOR_PROD,S03012019E03312019,8080
'598373880252,AG_FOOD,S02012019E02282019,13444
'744189764359,MET_ORE,S04012019E04302019,3600
'628940538652,MET_ORE,S12012019E12312019,3920
'883732584092,IM,S04012019E04302019,12440
'513980380000,AG_FOOD,S02012019E02282019,18520
'762954862550,CHEM_PET,S12012019E12312019,13616
'332330331517,MET_ORE,S09012019E09302019,3600
'731150439900,COAL,S10012019E10312019,284138
'848168846200,OTHER,S01012019E01312019,1880
'777520621690,CHEM_PET,S04012019E04302019,7200
'363504645543,MET_ORE,S01012019E01312019,51598
'381313324795,AG_FOOD,S05012019E05312019,4000
'733111516964,NONMET_PRO,S08012019E08312019,7200
'381299883000,IM,S01012019E01312019,24680
'696900774900,MO_VEH,S08012019E08312019,1440
'380000504760,CHEM_PET,S09012019E09302019,2760
'380000883252,IM,S05012019E05312019,1360
'485693395140,CHEM_PET,S07012019E07312019,3520
'597660439900,AG_FOOD,S12012019E12312019,4040
'876155883000,IM,S11012019E11302019,2080
'704150797163,CHEM_PET,S08012019E08312019,2560
'853160840523,CHEM_PET,S12012019E12312019,3920
'566900672700,MO_VEH,S12012019E12312019,1200
'684441684735,CHEM_PET,S10012019E10312019,3960
'396640684300,CHEM_PET,S03012019E03312019,4120
'584092876155,IM,S09012019E09302019,1600
'380000398760,OTHER,S04012019E04302019,1240
'501551396292,MET_ORE,S12012019E12312019,352796
'503590513758,OTHER,S03012019E03312019,2040
'708550847430,CHEM_PET,S09012019E09302019,4240
'439900848168,CHEM_PET,S03012019E03312019,3600
'729180797148,CHEM_PET,S05012019E05312019,7160
'508290849687,AG_FOOD,S02012019E02282019,25546
'456200883000,MET_ORE,S07012019E07312019,1600
'883737456200,IM,S12012019E12312019,3400
'509714878372,AG_FOOD,S11012019E11302019,25556
'324740384441,MET_ORE,S04012019E04302019,4160
'840363849687,NONMET_PRO,S08012019E08312019,8940
'483170875850,AG_FOOD,S06012019E06302019,3920
'707450708550,OTHER,S09012019E09302019,2000
'684800883000,CHEM_PET,S01012019E01312019,4000
'725120380000,OTHER,S09012019E09302019,1080
'343689883000,IM,S09012019E09302019,5480
'853471504451,MO_VEH,S12012019E12312019,800
'383248381441,AG_FOOD,S06012019E06302019,3720
'380000382462,CHEM_PET,S08012019E08312019,4000
'439327383454,AG_FOOD,S10012019E10312019,3840
'380000883734,CHEM_PET,S12012019E12312019,800
'537990381290,AG_FOOD,S04012019E04302019,3880
'513993626170,CHEM_PET,S06012019E06302019,2840
'532318380000,CHEM_PET,S01012019E01312019,7600
'644800488251,AG_FOOD,S08012019E08312019,3600
'627181382482,FOR_PROD,S12012019E12312019,3240
'883000439900,MET_ORE,S02012019E02282019,1480
'380000668100,MET_ORE,S07012019E07312019,3240
'439900875640,CHEM_PET,S12012019E12312019,4320
'831438439900,FOR_PROD,S09012019E09302019,3600
'533450542617,AG_FOOD,S03012019E03312019,12760
'391944399890,AG_FOOD,S01012019E01312019,21168
'731154672694,COAL,S11012019E11302019,57800
'514149504600,AG_FOOD,S07012019E07312019,4400
'504600504450,OTHER,S02012019E02282019,4000
'439900686152,CHEM_PET,S12012019E12312019,3400
'883000584092,IM,S05012019E05312019,66400
'875640877622,CHEM_PET,S11012019E11302019,7960
'667300748540,OTHER,S06012019E06302019,3600
'381299797000,CHEM_PET,S10012019E10312019,6400
'472600598180,OTHER,S09012019E09302019,10600
'647000645364,CHEM_PET,S06012019E06302019,3600
'504450846203,AG_FOOD,S03012019E03312019,4640
'315986058248,MO_VEH,S06012019E06302019,1040
'598193883178,AG_FOOD,S01012019E01312019,6160
'684735679420,CHEM_PET,S07012019E07312019,3800
'621644881547,CHEM_PET,S10012019E10312019,3960
'668200698350,MET_ORE,S04012019E04302019,3000
'698350672322,OTHER,S07012019E07312019,1240
'668100797000,CHEM_PET,S12012019E12312019,3520
'522530849687,AG_FOOD,S01012019E01312019,22770
'688190684771,CHEM_PET,S09012019E09302019,2320
'533340534943,MET_ORE,S08012019E08312019,3600
'731153686484,COAL,S05012019E05312019,59338
'883737384020,CHEM_PET,S09012019E09302019,7680
'504450380000,IM,S04012019E04302019,20560
'731183576593,COAL,S11012019E11302019,62154
'513965589120,CHEM_PET,S09012019E09302019,5440
'504450774900,CHEM_PET,S01012019E01312019,3520
'513942875829,CHEM_PET,S05012019E05312019,2560
'846209380000,IM,S09012019E09302019,2680
'686760684735,CHEM_PET,S07012019E07312019,19800
'684882647000,CHEM_PET,S02012019E02282019,11880
'554170566900,AG_FOOD,S02012019E02282019,11340
'645172645172,CHEM_PET,S04012019E04302019,3400
'384869696861,CHEM_PET,S09012019E09302019,3880
'731154517130,COAL,S07012019E07312019,22564
'731154388419,COAL,S08012019E08312019,32682
'516964686152,CHEM_PET,S09012019E09302019,4000
'070333380000,AG_FOOD,S04012019E04302019,26664
'883734384020,IM,S01012019E01312019,45200
'388260674530,AG_FOOD,S11012019E11302019,31272
'840170744300,FOR_PROD,S03012019E03312019,3280
'644800488251,AG_FOOD,S03012019E03312019,3600
'553200883735,AG_FOOD,S08012019E08312019,18160
'883213384020,CHEM_PET,S05012019E05312019,80
'303184327460,FOR_PROD,S02012019E02282019,2400
'383446380000,OTHER,S11012019E11302019,1480
'672672380000,AG_FOOD,S09012019E09302019,3840
'096201683650,FOR_PROD,S01012019E01312019,3600
'597660686180,AG_FOOD,S06012019E06302019,24088
'679157748537,MET_ORE,S02012019E02282019,4160
'324740439327,FOR_PROD,S11012019E11302019,3160
'323130567500,CHEM_PET,S05012019E05312019,3800
'731154549260,COAL,S11012019E11302019,290888
'093612848772,IM,S05012019E05312019,10080
'515244849697,AG_FOOD,S12012019E12312019,3720
'503136511377,CHEM_PET,S06012019E06302019,3920
'845200841322,NONMET_PRO,S10012019E10312019,4120
'883641853472,CHEM_PET,S10012019E10312019,2800
'762793684800,CHEM_PET,S07012019E07312019,20640
'389364674720,AG_FOOD,S08012019E08312019,25974
'684773513670,CHEM_PET,S07012019E07312019,3600
'718140687500,FOR_PROD,S10012019E10312019,3960
'324740380000,AG_FOOD,S06012019E06302019,7200
'876155380000,IM,S12012019E12312019,11520
'876185686212,MO_VEH,S09012019E09302019,1000
'539654886571,AG_FOOD,S12012019E12312019,3960
'381299875640,IM,S12012019E12312019,13560
'732123744300,NONMET_PRO,S08012019E08312019,4120
'090577880278,NONMET_PRO,S06012019E06302019,4480
'883732668100,IM,S01012019E01312019,36400
'327149380000,FOR_PROD,S05012019E05312019,3720
'849660797148,FOR_PROD,S12012019E12312019,2760
'554170692650,CHEM_PET,S10012019E10312019,81867
'380000511797,OTHER,S02012019E02282019,1240
'518452566900,AG_FOOD,S08012019E08312019,4040
'706720698350,AG_FOOD,S03012019E03312019,6280
'698350684800,OTHER,S05012019E05312019,160
'584092883000,CHEM_PET,S04012019E04302019,2760
'522147876185,CHEM_PET,S06012019E06302019,3840
'481680380000,MO_VEH,S03012019E03312019,3200
'668200880270,CHEM_PET,S02012019E02282019,3280
'587293597660,NONMET_PRO,S09012019E09302019,4000
'537933384869,CHEM_PET,S06012019E06302019,12240
'504450504293,CHEM_PET,S12012019E12312019,3080
'604112744300,MET_ORE,S12012019E12312019,7400
'705791849660,AG_FOOD,S03012019E03312019,50846
'538460792140,AG_FOOD,S08012019E08312019,3920
'875640380000,IM,S12012019E12312019,55560
'774900380000,IM,S08012019E08312019,2160
'384869668200,AG_FOOD,S07012019E07312019,2720
'558130674278,AG_FOOD,S01012019E01312019,3560
'380000604112,MET_ORE,S12012019E12312019,7840
'516564881525,CHEM_PET,S08012019E08312019,3080
'516964708550,CHEM_PET,S05012019E05312019,4040
'621690797148,CHEM_PET,S09012019E09302019,3920
'684587684735,CHEM_PET,S10012019E10312019,15440
'667595744184,MET_ORE,S05012019E05312019,3240
'731154472732,COAL,S09012019E09302019,127206
'315986058248,AG_FOOD,S09012019E09302019,2720
'604114472600,OTHER,S12012019E12312019,3760
'883160791174,CHEM_PET,S11012019E11302019,6288
'848469696900,AG_FOOD,S07012019E07312019,6720
'318384395650,MO_VEH,S01012019E01312019,2000
'571220536870,NONMET_PRO,S06012019E06302019,13200
'711511683564,FOR_PROD,S09012019E09302019,3840
'586773708569,CHEM_PET,S07012019E07312019,2840
'875640567500,AG_FOOD,S11012019E11302019,840
'879556604163,AG_FOOD,S08012019E08312019,3600
'380000840600,MO_VEH,S02012019E02282019,2720
'585650883178,AG_FOOD,S09012019E09302019,3400
'875640380000,MO_VEH,S08012019E08312019,360
'645172479800,CHEM_PET,S09012019E09302019,3800
'517130538428,AG_FOOD,S10012019E10312019,2880
'597660626132,AG_FOOD,S06012019E06302019,3920
'509398696900,AG_FOOD,S07012019E07312019,29061
'732137500361,NONMET_PRO,S08012019E08312019,3840
'506777849990,AG_FOOD,S06012019E06302019,25328
'535170303961,AG_FOOD,S05012019E05312019,3600
'668100875640,IM,S04012019E04302019,19520
'299210581520,CHEM_PET,S02012019E02282019,4040
'696900875640,MET_ORE,S09012019E09302019,3600
'567507554753,CHEM_PET,S12012019E12312019,6232
'516974853470,CHEM_PET,S10012019E10312019,3680
'380000880270,MO_VEH,S06012019E06302019,12320
'846776667306,FOR_PROD,S05012019E05312019,3480
'883734380000,IM,S05012019E05312019,17440
'628629667262,NONMET_PRO,S05012019E05312019,134151
'604114853471,MET_ORE,S01012019E01312019,3320
'538428696900,AG_FOOD,S07012019E07312019,3960
'093768696900,FOR_PROD,S01012019E01312019,3720
'698350647000,OTHER,S01012019E01312019,792
'657720598180,AG_FOOD,S03012019E03312019,3480
'684790588950,CHEM_PET,S08012019E08312019,3880
'668550684773,OTHER,S08012019E08312019,396
'845203668100,FOR_PROD,S04012019E04302019,1680
'844131667232,FOR_PROD,S09012019E09302019,3400
'537990381290,AG_FOOD,S05012019E05312019,3800
'514760849687,AG_FOOD,S11012019E11302019,25200
'381299668100,AG_FOOD,S11012019E11302019,1680
'853470504450,FOR_PROD,S04012019E04302019,1680
'511740380000,AG_FOOD,S08012019E08312019,20760
'506160658660,OTHER,S01012019E01312019,152
'684150647000,CHEM_PET,S10012019E10312019,7760
'527630883160,CHEM_PET,S09012019E09302019,37638
